clips	text	text_process	pictos	tokens
cefc-cfpb-1200-2-211	donc euh allez à tellin	donc euh allez à tellin	[8142, 7041, 2704]	aller à ville
cefc-cfpb-1200-2-1652_1	ok m m	ok m m	[31410]	d'accord
cefc-cfpb-1200-2-368	ouais ouais ouais	oui oui oui	[5584]	oui
cefc-cfpb-1200-2-178	et on n'a pas toujours l'impression d'être euh en pleine ville	et on n'a pas toujours l'impression d'être euh en pleine ville	[11399, 31672, 32761, 5526, 17322, 8476, 7074, 36480, 11709, 26176, 2704]	et nous avoir non chaque_fois le de être au plein ville
cefc-cfpb-1200-2-1431	et puis je continue à travailler après quoi hein	et puis je continue à travailler après quoi hein	[6632, 24998, 7041, 6624, 32749, 22620]	me continuer à travailler après quoi
cefc-cfpb-1200-2-1153	mais euh comme c'est une crèche communale et qu'on a c'était le troisième enfant	mais euh comme c'est une crèche communale et qu'on a c'était le troisième enfant	[11377, 12313, 9839, 7095, 36480, 8474, 26320, 38586, 11399, 11351, 31672, 32761, 7095, 36480, 8476, 34447, 7176]	alors_que comme passé celui-là être une crèche village et que nous avoir celui-là être le troisième garçon
cefc-cfpb-1200-2-1436	ah voilà	ah voilà	[3417]	!
cefc-cfpb-1200-2-729_1	m m			
cefc-cfpb-1200-2-1161	et on a dû l'inscrire	et on a dû l'inscrire	[11399, 9839, 31672, 15523, 8476, 9901]	et passé nous devoir le enregistrement
cefc-cfpb-1200-2-96	c'est sympa finalement parce que	c'est sympa finalement parce que	[7095, 36480, 37800, 11348]	celui-là être adorable parce_que
cefc-cfpb-1200-2-504	même si euh politiquement parlant euh il y a des rapprochements qui se sont euh faits qui vont se faire ou qui veulent se faire	même si euh politiquement parlant euh il y a des rapprochements qui se sont euh faits qui vont se faire ou qui veulent se faire	[4667, 28359, 9001, 5374, 10250, 9839, 11351, 6190, 11351, 8142, 6190, 11317, 11351, 5441, 6190]	même si il_y_a plusieurs être_vivant passé que faire que aller faire ou que vouloir faire
cefc-cfpb-1200-2-1259	faut aller à à louvain	faut aller à à louvain	[15523, 8142, 7041, 2704, 3417]	devoir aller à ville !
cefc-cfpb-1200-2-214	ouais c'est un ouais	oui c'est un oui	[5584, 7095, 36480, 2627, 5584]	oui celui-là être un oui
cefc-cfpb-1200-2-934	mais euh mais bon voilà enfin tout ce qui est des des termes euh	mais euh mais bon voilà enfin tout ce qui est des des termes euh	[11377, 5596, 7095, 11351, 36480, 7074, 5374, 32765]	alors_que tout celui-là que être de plusieurs limite
cefc-cfpb-1200-2-26	mes mes parents euh woluwé-saint-lambert euh ma mère vient de woluwé-saint-lambert	mes mes parents euh woluwé-saint-lambert euh ma mère vient de woluwé-saint-lambert	[12266, 35062, 2704, 12264, 31148, 32669, 7074, 2704]	mes parents ville mon mère venir de ville
cefc-cfpb-1200-2-1285	oui tu aimes mieux être ton propre patron	oui tu aimes mieux être ton propre patron	[5584, 6625, 37721, 11705, 36480, 12281, 26172, 22755]	oui toi aimer améliorer être ton propre chef
cefc-cfpb-1200-2-502	c'est pas pareil pour toi	c'est pas pareil pour toi	[7095, 36480, 5526, 32392, 7194, 6625]	celui-là être non pareil pour toi
cefc-cfpb-1200-2-869	mais j je parle pas du tout euh	mais j je parle pas du tout euh	[11377, 6632, 6517, 5526]	alors_que me parler non
cefc-cfpb-1200-2-510	euh professionnellement parlant à mon avis hein	euh professionnellement parlant à mon avis hein	[7795, 7041, 12264, 32862]	métier à mon partager_une_idée
cefc-cfpb-1200-2-88	non par contre l là è elle enseigne à uccle	non par contre l là è elle enseigne à uccle	[5525, 11377, 5375, 7028, 26809, 7041, 2704]	non alors_que là elle enseigner à ville
cefc-cfpb-1200-2-805	on va dire euh bè nait aussi de du manque de motivation de certains pendant euh plusieurs décénies	on va dire euh bè nait aussi de du manque de motivation de certains pendant euh plusieurs décénies	[9829, 9839, 31672, 9693, 7074, 32360, 7074, 7074, 5374, 7081, 5374]	prochain passé nous dire de manquer de de plusieurs pendant plusieurs
cefc-cfpb-1200-2-467	wollenbéquois ouais	wollenbéquois oui	[5584]	oui
cefc-cfpb-1200-2-557	et si tu devais donner un bruxella bruxellois type c'est qui pour toi le bruxellois type	et si tu devais donner un bruxella bruxellois type c'est qui pour toi le bruxellois type	[11399, 28359, 9839, 6625, 15523, 17040, 2627, 37779, 32582, 4744, 7095, 36480, 9857, 7194, 6625, 8476, 2704, 4744]	et si passé toi devoir donner un quelqu'un objets monsieur celui-là être anonymes pour toi le ville monsieur
cefc-cfpb-1200-2-1101	vous avez des bonnes écoles	vous avez des bonnes écoles	[7304, 32761, 5374, 34641, 3082]	vous avoir plusieurs exact école
cefc-cfpb-1200-2-1429	comme ça il y a la période repas coucher euh	comme ça il y a la période repas coucher euh	[12313, 6906, 9001, 8476, 22633, 4611, 4553]	comme celle-là il_y_a le instant déjeuner aller_au_lit
cefc-cfpb-1200-2-1104	les les gens roulent un peu vite dans notre rue là	les les gens roulent un peu vite dans notre rue là	[8477, 38444, 37962, 29105, 37850, 7034, 12268, 2299, 5375]	les gens rouler seconde vite dans notre rue là
cefc-cfpb-1200-2-2	s'il s'arrête après deux secondes ou pas bon	s'il s'arrête après deux secondes ou pas bon	[6481, 6480, 38715, 32749, 2628, 29104, 11317, 6155]	lui il s'arrêter après deux seconde ou pas_bon
cefc-cfpb-1200-2-8	et on est avec denis verhaeren	et on est avec denis verhaeren	[11399, 31672, 36480, 7064, 36935]	et nous être avec haut_du_corps
cefc-cfpb-1200-2-428	mais bon on a des euh super événements avec une belle vitrine	mais bon on a des euh super événements avec une belle vitrine	[31672, 32761, 5374, 38564, 21401, 7064, 8474, 11194, 5992]	nous avoir plusieurs super aventure avec une beau vitrine
cefc-cfpb-1200-2-575	et euh bon c'est vrai que moi personnellement j'aime bien aussi toutes les euh tout ce brassage culturel	et euh bon c'est vrai que moi personnellement j'aime bien aussi toutes les euh tout ce brassage culturel	[11399, 34641, 7095, 36480, 5584, 11351, 6632, 21917, 27091, 8477, 5596, 7095, 23398]	et exact celui-là être oui que me plaire ensemble les tout celui-là interculturalité
cefc-cfpb-1200-2-878	en fait donc qui est un mixte euh du français et de flamand quoi hein	en fait donc qui est un mixte euh du français et de flamand quoi hein	[11351, 36480, 2627, 7074, 36367, 11399, 7074, 32697, 22620]	que être un de français et de latin quoi
cefc-cfpb-1200-2-1580	bon sinon les autres temps libres c'est conduire les enfants à gauche à droite	bon sinon les autres temps libres c'est conduire les enfants à gauche à droite	[34641, 8477, 17056, 11653, 7095, 36480, 2712, 8477, 6975, 9203, 9202]	exact les autres loisir celui-là être conduire les enfants gauche droite
cefc-cfpb-1200-2-1072	et tu penses ce serait bien ça ou ou ça va emmerder le monde	et tu penses ce serait bien ça ou ou ça va emmerder le monde	[11399, 9829, 6625, 38796, 7095, 36480, 5397, 6906, 11317, 37824, 30014]	et prochain toi penser celui-là être heureusement celle-là ou déranger planète_terre
cefc-cfpb-1200-2-1592	ouais ouais ouais bah c'est pour ça bouger	oui oui oui bah c'est pour ça bouger	[5584, 7095, 36480, 7194, 6906, 27371]	oui celui-là être pour celle-là bouger
cefc-cfpb-1200-2-1192	bon là il y a l'école euh maternelle et primaire bah	bon là il y a l'école euh maternelle et primaire bah	[34641, 5375, 9001, 8476, 29853, 11399, 31472]	exact là il_y_a le école_maternelle et école_primaire
cefc-cfpb-1200-2-1063	donc bruxelles ouais même si ça me prend un temps fou parfois hein pour faire quelques kilomètres	donc bruxelles oui même si ça me prend un temps fou parfois hein pour faire quelques kilomètres	[23769, 5584, 4667, 28359, 6906, 6632, 10148, 2627, 22631, 8618, 27564, 7194, 6190, 36513, 29076]	bruxelles oui même si celle-là me prendre un époque fou épisodiquement pour faire n'importe_qui kilomètre
cefc-cfpb-1200-2-1062	bah ouais c'est plus simple	bah oui c'est plus simple	[5584, 7095, 36480, 5508, 32434]	oui celui-là être plus_ facile
cefc-cfpb-1200-2-446	quoi ouais est-ce que bolt est déjà venu	quoi oui est-ce que bolt est déjà venu	[22620, 5584, 3418, 9839, 36935, 32669]	quoi oui est-ce_que passé haut_du_corps venir
cefc-cfpb-1200-2-707	et au niveau personnel dans dans tes amis	et au niveau personnel dans dans tes amis	[11399, 11709, 37864, 32588, 7034, 12283, 25792]	et au étage personnel dans à_toi relation
cefc-cfpb-1200-2-683	voilà pour être euh plus à l'aise avec des des jardins plus grands et tout	voilà pour être euh plus à l'aise avec des des jardins plus grands et tout	[7194, 5508, 31310, 7064, 5374, 2434, 4658, 11399, 5596, 3417]	pour plus_ tranquille avec plusieurs jardins grand et tout !
cefc-cfpb-1200-2-736	et euh c'est vrai que mes parents euh avaient peur euh	et euh c'est vrai que mes parents euh avaient peur euh	[11399, 7095, 36480, 5584, 11351, 9839, 12266, 35062, 32761, 35571]	et celui-là être oui que passé mes parents avoir peur
cefc-cfpb-1200-2-741_1	m m			
cefc-cfpb-1200-2-986	non non mais c'est vrai que je pense qu'il doit y avoir une influence euh quand même assez euh assez notable et qui est euh qui est justement due à cette présence euh mh i immigrée ou pas	non non mais c'est vrai que je pense qu'il doit y avoir une influence euh quand même assez euh assez notable et qui est euh qui est justement due à cette présence euh mh i immigrée ou pas	[5525, 11377, 7095, 36480, 5584, 11351, 6632, 38796, 11351, 15523, 9001, 8474, 11399, 11351, 36480, 11351, 36480, 15523, 7041, 8476, 25644, 11317, 5526]	non alors_que celui-là être oui que me penser que devoir il_y_a une et que être que être devoir à le immigrer ou non
cefc-cfpb-1200-2-757	ouais ouais on les comprend pas toujours	oui oui on les comprend pas toujours	[5584, 31672, 8477, 11697, 5526, 17322]	oui nous les comprendre non chaque_fois
cefc-cfpb-1200-2-523	je veux dire à l'entrep à l'aspect entreprenarial euh du euh	je veux dire à l'entrep à l'aspect entreprenarial euh du euh	[5441, 9693, 7041, 8476, 12333, 7041, 8476, 7074]	vouloir dire à le association_à_but_non_lucratif à le de
cefc-cfpb-1200-2-579	euh m comment fonction ouais ouais toujours toujours	euh m comment fonction oui oui toujours toujours	[22619, 5584, 17322]	comment oui chaque_fois
cefc-cfpb-1200-2-784	ah ouais m m	ah oui m m	[5584]	oui
cefc-cfpb-1200-2-609	tu te trouves euh il y a les quand	tu te trouves euh il y a les quand	[6625, 36392, 9001, 8477, 32874]	toi se_trouver il_y_a les quand
cefc-cfpb-1200-2-1502	on se dit que la crise est pas trop euh présente	on se dit que la crise est pas trop euh présente	[31672, 9693, 11351, 8476, 15990, 36480, 5526, 25708, 9848]	nous dire que le crise_financière être non trop courant
cefc-cfpb-1200-2-194	je aurais pas aimé là quand même hein	je aurais pas aimé là quand même hein	[9839, 6632, 37721, 5526, 5375]	passé me aimer non là
cefc-cfpb-1200-2-1614	mais ouais ouais non mais c'est pour dire que voilà c'est pas non plus la la petite salle	mais oui oui non mais c'est pour dire que voilà c'est pas non plus la la petite salle	[11377, 5584, 5525, 11377, 7095, 36480, 7194, 9693, 11351, 7095, 36480, 5526, 8476, 4716, 38918]	alors_que oui non alors_que celui-là être pour dire que celui-là être non le petit salle
cefc-cfpb-1200-2-656	ok et qu'est-ce que tu penses de cette idée de de mixité de melting pot euh de bruxelles qui devient de plus en plus internationale	ok et qu'est-ce que tu penses de cette idée de de mixité de melting pot euh de bruxelles qui devient de plus en plus internationale	[31410, 11399, 3418, 6625, 38796, 7074, 8476, 6531, 7074, 37544, 7074, 2435, 7074, 23769, 11351, 8173]	d'accord et est-ce_que toi penser de le inventer de groupe_parlementaire de carafe de bruxelles que mondial
cefc-cfpb-1200-2-1034	mais euh voilà il faut euh il faut être pro-actif en fait euh quand tu traverses euh rond point schuman à vélo euh	mais euh voilà il faut euh il faut être pro-actif en fait euh quand tu traverses euh rond point schuman à vélo euh	[11377, 15523, 36480, 32874, 6625, 37344, 2704, 7041, 6935]	alors_que devoir être quand toi traverser_ ville à vélo
cefc-cfpb-1200-2-14	depuis euh trente-neuf ans	depuis euh trente-neuf ans	[7077, 29318, 6903]	depuis 39 année
cefc-cfpb-1200-2-1143	on a réussi ouais peut-être que on a été un peu pistonné et alors après euh pour la dernière bah comme était euh c'était le troisième	on a réussi oui peut-être que on a été un peu pistonné et alors après euh pour la dernière bah comme était euh c'était le troisième	[9839, 31672, 29635, 5584, 11351, 31672, 36480, 29105, 11399, 32749, 7194, 8476, 4765, 12313, 36480, 7095, 36480, 8476, 34447]	passé nous réussir oui que nous être seconde et après pour le dernier comme être celui-là être le troisième
cefc-cfpb-1200-2-1335	voilà et puis on a essayé de euh faire un peu plus euh	voilà et puis on a essayé de euh faire un peu plus euh	[9839, 31672, 26144, 7074, 6190, 29105, 5508, 3417]	passé nous essayer de faire seconde plus_ !
cefc-cfpb-1200-2-975	ouais évidemment c'est peut-être pas la zone non plus ouais	oui évidemment c'est peut-être pas la zone non plus oui	[5584, 7095, 36480, 5526, 8476, 32178, 5584]	oui celui-là être non le cursus oui
cefc-cfpb-1200-2-1191	ouais ouais ouais ouais c'était euh	oui oui oui oui c'était euh	[5584, 7095, 36480]	oui celui-là être
cefc-cfpb-1200-2-235	quitter wolluwé-saint-lambert god forbid où tu irais ouais	quitter wolluwé-saint-lambert god forbid où tu irais oui	[11576, 2704, 7764, 6625, 8142, 5584, 3417]	proposer ville où toi aller oui !
cefc-cfpb-1200-2-1204	donc voilà il y a il y a effectivement pire	donc voilà il y a il y a effectivement pire	[9001, 34639]	il_y_a pas_bien
cefc-cfpb-1200-2-1005	les les arabes quoi hein	les les arabes quoi hein	[8477, 6010, 22620]	les arabe quoi
cefc-cfpb-1200-2-314_1	non mais c'est vrai	non mais c'est vrai	[5525, 11377, 7095, 36480, 5584]	non alors_que celui-là être oui
cefc-cfpb-1200-2-1438	ouais je crois c'est tous pareil	oui je crois c'est tous pareil	[5584, 6632, 38796, 7095, 36480, 5596, 32392]	oui me penser celui-là être tout pareil
cefc-cfpb-1200-2-147	ouais ouais presque presque non non non non c'est euh non c'est en anglais hein	oui oui presque presque non non non non c'est euh non c'est en anglais hein	[5584, 5525, 7095, 36480, 5525, 7095, 36480, 11709, 32705]	oui non celui-là être non celui-là être au anglais
cefc-cfpb-1200-2-308	mais bon où je v je me sens presque pas l'aise quoi hein quand tu te balades euh	mais bon où je v je me sens presque pas l'aise quoi hein quand tu te balades euh	[7764, 6632, 25275, 5526, 8476, 24503, 22620, 32874, 6625, 29952]	où me sentir non le repos quoi quand toi flaner
cefc-cfpb-1200-2-549	un petit peu le mixe des	un petit peu le mixe des	[5546, 8476, 7074]	peu le de
cefc-cfpb-1200-2-255	wolluwé-saint-pierre c'est la commune la plus chère de de belgique hein	wolluwé-saint-pierre c'est la commune la plus chère de de belgique hein	[32582, 7095, 36480, 8476, 38586, 8476, 5508, 4589, 7074, 8040]	objets celui-là être le village le plus_ cher de belgique
cefc-cfpb-1200-2-925	ou ils utilisent d'autres mots	ou ils utilisent d'autres mots	[11317, 7032, 15485, 7074, 17056, 9837]	ou ils utiliser de autres mot
cefc-cfpb-1200-2-1665	c'est un peu c'est moins	c'est un peu c'est moins	[7095, 36480, 29105, 7095, 36480, 5512]	celui-là être seconde celui-là être minimum
cefc-cfpb-1200-2-1367	et on irait pas euh voir ailleurs et ouvrir un nouveau bureau	et on irait pas euh voir ailleurs et ouvrir un nouveau bureau	[11399, 31672, 8142, 6564, 5526, 11399, 2637, 2627, 11316, 2916]	et nous aller voir non et ouvrir un nouveau bureau
cefc-cfpb-1200-2-452	tout le monde en parlait il était marrant	tout le monde en parlait il était marrant	[9839, 36081, 11709, 6517, 6480, 36480, 11645]	passé tout_le_monde au parler il être c'est_drôle
cefc-cfpb-1200-2-1317	et puis euh puis j'ai fait bon il y a il y a les stages aussi qu'il faut faire après les études là deux ans et puis petit à petit euh comme ça	et puis euh puis j'ai fait bon il y a il y a les stages aussi qu'il faut faire après les études là deux ans et puis petit à petit euh comme ça	[9839, 6632, 6190, 34641, 9001, 8477, 8098, 11351, 15523, 6190, 32749, 8477, 36055, 5375, 2628, 6903, 4676, 12313, 6906]	passé me faire exact il_y_a les stage que devoir faire après les études là deux année doucement comme celle-là
cefc-cfpb-1200-2-774	mais euh mouais ouais ouais mais bon voilà c'est pas pour l'instant	mais euh moui oui oui mais bon voilà c'est pas pour l'instant	[11377, 2704, 5584, 7095, 36480, 5526, 13026]	alors_que ville oui celui-là être non désormais
cefc-cfpb-1200-2-929	maintenant je me considère pas non plus comme un un ultra-vieux là	maintenant je me considère pas non plus comme un un ultra-vieux là	[32747, 6632, 12349, 5526, 12313, 2627, 5375]	maintenant me considérer non comme un là
cefc-cfpb-1200-2-1361	parce que bon je suis pas non plus du style à tout claquer	parce que bon je suis pas non plus du style à tout claquer	[11348, 34641, 6632, 36480, 5526, 7074, 37150, 7041, 5596, 11216]	parce_que exact me être non de style à tout claquer_des_doigts
cefc-cfpb-1200-2-270	et euh mais bon c'est vrai que tu as là en face des étangs mellaerts	et euh mais bon c'est vrai que tu as là en face des étangs mellaerts	[11399, 7095, 36480, 5584, 11351, 6625, 32761, 5375, 27365, 7074, 6022, 2704]	et celui-là être oui que toi avoir là en_face de lac ville
cefc-cfpb-1200-2-921	est-ce que les jeunes de maintenant parlent différemment de la façon dont tu parlais quand tu étais ado à bruxelles	est-ce que les jeunes de maintenant parlent différemment de la façon dont tu parlais quand tu étais ado à bruxelles	[3418, 9839, 8477, 38817, 7074, 32747, 6517, 32394, 7074, 8476, 6625, 6517, 32874, 6625, 36480, 20387, 7041, 23769]	est-ce_que passé les jeunes de maintenant parler différent de le toi parler quand toi être jeunesse à bruxelles
cefc-cfpb-1200-2-1313	et là on est dans la quatrième année	et là on est dans la quatrième année	[11399, 5375, 31672, 36480, 7034, 8476, 34475, 6903]	et là nous être dans le quatrième année
cefc-cfpb-1200-2-715	proche ce sont euh c'est quand	proche ce sont euh c'est quand	[25790, 7095, 36480, 7095, 36480, 32874]	copain celui-là être celui-là être quand
cefc-cfpb-1200-2-1577	donc c'est euh possibilité que j'ai la possibilité c'est c'est dur quoi hein	donc c'est euh possibilité que j'ai la possibilité c'est c'est dur quoi hein	[7095, 36480, 37861, 11351, 6632, 32761, 8476, 37861, 7095, 36480, 32436, 10366]	celui-là être décider que me avoir le décider celui-là être dur qu'est-ce_que_c'est_ça
cefc-cfpb-1200-2-1043	euh voilà et au sinon bon euh il y a il y a pas beaucoup de des pistes cyclables	euh voilà et au sinon bon euh il y a il y a pas beaucoup de des pistes cyclables	[11399, 11709, 34641, 9001, 5546, 7074, 5374, 7051, 3417]	et au exact il_y_a peu de plusieurs piste_cyclable !
cefc-cfpb-1200-2-285	bah la montée euh des institutions ainsi bah internationales	bah la montée euh des institutions ainsi bah internationales	[8476, 19572, 7074, 15515, 8173]	le augmenter de institution mondial
cefc-cfpb-1200-2-505	bon voilà bruxelles c'est c'est bruxelles	bon voilà bruxelles c'est c'est bruxelles	[34641, 23769, 7095, 36480, 7095, 36480, 23769]	exact bruxelles celui-là être celui-là être bruxelles
cefc-cfpb-1200-2-843	quand c'est c'est pas en toi euh	quand c'est c'est pas en toi euh	[32874, 7095, 36480, 7095, 36480, 5526, 11709, 6625]	quand celui-là être celui-là être non au toi
cefc-cfpb-1200-2-17	woluwé-saint-lambert woluwé-saint-lambert woluwé-saint tu as changé de rue	woluwé-saint-lambert woluwé-saint-lambert woluwé-saint tu as changé de rue	[32582, 2704, 24392, 9839, 6625, 37360, 7074, 2299]	objets ville saint passé toi changer de rue
cefc-cfpb-1200-2-897	mouais ouh non quand même pas c'est pas mon point le le plus fort là où je suis le plus à l'aise	moui ouh non quand même pas c'est pas mon point le le plus fort là où je suis le plus à l'aise	[5584, 5526, 7095, 36480, 5526, 12264, 3218, 8476, 5508, 25121, 5375, 7764, 6632, 36480, 8476, 5508, 7041, 8476, 24503]	oui non celui-là être non mon point le plus_ fort là où me être le plus_ à le repos
cefc-cfpb-1200-2-517	m donc ça bouge plus à bruxelles	m donc ça bouge plus à bruxelles	[6906, 27371, 5508, 7041, 23769]	celle-là bouger plus_ à bruxelles
cefc-cfpb-1200-2-327	ou bah c'est vrai qu'il y a il y a un petit peu la l	ou bah c'est vrai qu'il y a il y a un petit peu la l	[11317, 7095, 36480, 5584, 11351, 9001, 5546, 8476]	ou celui-là être oui que il_y_a peu le
cefc-cfpb-1200-2-1132	il y avait à la télé hier à evere	il y avait à la télé hier à evere	[9001, 7041, 8476, 25498, 38279, 7041, 2704]	il_y_a à le télévision hier à ville
cefc-cfpb-1200-2-1699	il y a pas de musée du vélo	il y a pas de musée du vélo	[9001, 5526, 7074, 6935]	il_y_a non de vélo
cefc-cfpb-1200-2-462	wolluwé-saint-lambertois je sais pas si ça existe comment tu te définirais si hein comment on dit wollenbéquois m	wolluwé-saint-lambertois je sais pas si ça existe comment tu te définirais si hein comment on dit wollenbéquois m	[7236, 5526, 28359, 6906, 5581, 22619, 6625, 28359, 22619, 31672, 9693]	salamandres non si celle-là exister comment toi si comment nous dire
cefc-cfpb-1200-2-1724	mouais j'espère parce que je me rappelle pas de tout hein	moui j'espère parce que je me rappelle pas de tout hein	[5584, 6632, 36533, 11348, 6632, 37369, 5526, 7074, 5596]	oui me espoir parce_que me se_souvenir non de tout
cefc-cfpb-1200-2-380	et il y a il y a pas mal de choses	et il y a il y a pas mal de choses	[11399, 9001, 5526, 5521, 11318]	et il_y_a non beaucoup truc
cefc-cfpb-1200-2-1526	donc euh allez j comme je dis toujours c'est euh	donc euh allez j comme je dis toujours c'est euh	[8142, 12313, 6632, 9693, 17322, 7095, 36480]	aller comme me dire chaque_fois celui-là être
cefc-cfpb-1200-2-962	il y a des mots qui sont issus de euh de l'arabe	il y a des mots qui sont issus de euh de l'arabe	[9001, 5374, 9837, 11351, 36480, 17042, 7074, 8476, 6010]	il_y_a plusieurs mot que être saisir de le arabe
cefc-cfpb-1200-2-637	et donc euh c'est vrai que de nouveau en fonction des communes où on va se trouver dans bruxelles	et donc euh c'est vrai que de nouveau en fonction des communes où on va se trouver dans bruxelles	[11399, 7095, 36480, 5584, 11351, 37163, 7810, 7074, 38586, 7764, 31672, 8142, 36392, 7034, 23769]	et celui-là être oui que une_autre_fois selon de village où nous aller se_trouver dans bruxelles
cefc-cfpb-1200-2-1357	quand c'est tergiversion longtemps là euh	quand c'est tergiversion longtemps là euh	[32874, 7095, 36480, 37678, 5375]	quand celui-là être longtemps là
cefc-cfpb-1200-2-1437	et alors le weekend ces derniers temps	et alors le weekend ces derniers temps	[11399, 8476, 27329, 7092, 4765, 22631]	et le fin_de_semaine ces dernier époque
cefc-cfpb-1200-2-1162	ouais ok ba c'est	oui ok ba c'est	[5584, 31410, 7095, 36480]	oui d'accord celui-là être
cefc-cfpb-1200-2-1394	m m m m			
cefc-cfpb-1200-2-1593	tu as tout ce qu'il faut là	tu as tout ce qu'il faut là	[6625, 32761, 5596, 7095, 11351, 15523, 5375]	toi avoir tout celui-là que devoir là
cefc-cfpb-1200-2-880_1	m m			
cefc-cfpb-1200-2-7	donc on est le mardi sept janvier	donc on est le mardi sept janvier	[31672, 36480, 8476, 6557, 7248, 35923]	nous être le mardi 7 janvier
cefc-cfpb-1200-2-1001	et euh les mêmes euh terminologies que euh	et euh les mêmes euh terminologies que euh	[11399, 8477, 4667, 9837, 11351]	et les même mot que
cefc-cfpb-1200-2-133	tu euh tu as une librairie et tu manges euh en même temps euh à côté	tu euh tu as une librairie et tu manges euh en même temps euh à côté	[6625, 32761, 8474, 2941, 11399, 6625, 38413, 22633, 36758]	toi avoir une librairie et toi manger instant à_côté
cefc-cfpb-1200-2-1248	il y a trois écoles d'archi à bruxelles	il y a trois écoles d'archi à bruxelles	[9001, 2629, 3082, 7074, 37544, 7041, 23769]	il_y_a trois école de groupe_parlementaire à bruxelles
cefc-cfpb-1200-2-56	ou ça couvre quelle euh quels endroits spécifiques	ou ça couvre quelle euh quels endroits spécifiques	[11317, 9839, 6906, 22620, 32178]	ou passé celle-là quoi cursus
cefc-cfpb-1200-2-67	donc euh voilà un peu dangereux pour les finances	donc euh voilà un peu dangereux pour les finances	[29105, 25315, 7194, 8477, 37329]	seconde danger pour les budget
cefc-cfpb-1200-2-1712	ouais le musée	oui le musée	[5584, 8476, 32406]	oui le musée
cefc-cfpb-1200-2-420	ouais ils veulent construire un nouveau stade euh	oui ils veulent construire un nouveau stade euh	[5584, 7032, 5441, 2713, 2627, 11316, 5993]	oui ils vouloir construire un nouveau stade
cefc-cfpb-1200-2-1311	félicitation ça fait combien de temps que tu es installé	félicitation ça fait combien de temps que tu es installé	[11611, 9839, 32775, 7074, 22631, 11351, 6625, 2872]	qu'as-tu_dit? passé ça_fait_combien de époque que toi mettre_dans_l'ordre
cefc-cfpb-1200-2-337	bon c'est vrai qu'en avec mon métier là j'ai pu aller	bon c'est vrai qu'en avec mon métier là j'ai pu aller	[34641, 9839, 7095, 36480, 5584, 11351, 11709, 7064, 12264, 7795, 5375, 6632, 35949, 8142]	exact passé celui-là être oui que au avec mon métier là me pouvoir aller
cefc-cfpb-1200-2-567	euh au niveau culture aussi de par euh	euh au niveau culture aussi de par euh	[11709, 37864, 11693, 7074, 7212]	au étage culture de par
cefc-cfpb-1200-2-1397	assez auh assez conséquent hein	assez auh assez conséquent hein	[32778]	s'épuiser
cefc-cfpb-1200-2-933	quoi ils ils en emploient c'est sûr	quoi ils ils en emploient c'est sûr	[22620, 7032, 11709, 6624, 37236]	quoi ils au travailler vérité
cefc-cfpb-1200-2-1055	c'est pas comme euh	c'est pas comme euh	[7095, 36480, 5526, 12313]	celui-là être non comme
cefc-cfpb-1200-2-1557	ah bah oui c'est vrai qu'elle a les mêmes vacancces hein	ah bah oui c'est vrai qu'elle a les mêmes vacancces hein	[5584, 7095, 36480, 5584, 11351, 7028, 32761, 8477, 4667, 2704]	oui celui-là être oui que elle avoir les même ville
cefc-cfpb-1200-2-1618	de m m ouais	de m m oui	[7074, 5584]	de oui
cefc-cfpb-1200-2-1490	donc on bloque la rue et rue et tout euh saint-nicolas	donc on bloque la rue et rue et tout euh saint-nicolas	[31672, 37344, 8476, 2299, 11399, 2299, 11399, 5596, 2704]	nous traverser_ le rue et rue et tout ville
cefc-cfpb-1200-2-574	qui est le plus marquant	qui est le plus marquant	[9857, 36480, 8476, 5508]	anonymes être le plus_
cefc-cfpb-1200-2-376	pas comme ça euh	pas comme ça euh	[5526, 12313, 6906]	non comme celle-là
cefc-cfpb-1200-2-499	quoi m m très bien il faut se gargariser sinon	quoi m m très bien il faut se gargariser sinon	[22620, 29074, 11599, 15523, 27784]	quoi m très_bien devoir gargariser
cefc-cfpb-1200-2-655	ouais ça reste européen ouais ouais ok	oui ça reste européen oui oui ok	[5584, 6906, 27206, 5468, 5584, 31410]	oui celle-là rester europe oui d'accord
cefc-cfpb-1200-2-1300	je passe ma vie à gérer euh à gérer du de l'humain en fait hein	je passe ma vie à gérer euh à gérer du de l'humain en fait hein	[6632, 31999, 12264, 8717, 7041, 8994, 7041, 8994, 11712, 7074, 8476, 4665]	me passer mon vie à guider à guider du de le homme
cefc-cfpb-1200-2-806	m m m			
cefc-cfpb-1200-2-311	bon même si c'est pas des coins de sauvages non plus	bon même si c'est pas des coins de sauvages non plus	[34641, 4667, 28359, 7095, 36480, 5526, 5374, 3382, 7074, 2704]	exact même si celui-là être non plusieurs coin de ville
cefc-cfpb-1200-2-144	ah ouais ouais parce que ça pourrait être les deux	ah oui oui parce que ça pourrait être les deux	[5584, 11348, 6906, 35949, 36480, 5367]	oui parce_que celle-là pouvoir être à_côté_de
cefc-cfpb-1200-2-626	euh inévitablement bon c'est une grosse école	euh inévitablement bon c'est une grosse école	[24753, 12333, 34641, 7095, 36480, 8474, 25133, 3082]	contraire association_à_but_non_lucratif exact celui-là être une gros école
cefc-cfpb-1200-2-628	à quelques centaines de euh	à quelques centaines de euh	[7041, 36513, 31334, 7074]	à n'importe_qui base de
