clips	text	text_process	pictos	tokens
cefc-clapi-visite_guidee_manoir_guide1-397	parce que vous avez bah deux prie-dieu un crucifix	parce que vous avez bah deux prie-dieu un crucifix	[11348, 7304, 32761, 2628, 24234, 35069, 2627]	parce_que vous avoir deux pape dieu un
cefc-clapi-visite_guidee_manoir_guide1-669	ça va vous êtes pas loin	ça va vous êtes pas loin	[11597, 7304, 36480, 5526, 30385]	comment_ça_va vous être non loin
cefc-clapi-visite_guidee_manoir_guide1-324	ah oui	ah oui	[5584]	oui
cefc-clapi-visite_guidee_manoir_guide1-627	ah si	ah si	[28359]	si
cefc-clapi-visite_guidee_manoir_guide1-79	et il commence déjà au à augmenter les niveaux du plafond du rez-de-chaussée	et il commence déjà au à augmenter les niveaux du plafond du rez-de-chaussée	[11399, 6480, 5431, 11709, 7041, 19572, 8477, 9119, 7074, 2583, 7074, 27477]	et il commencer au à augmenter les niveau de plafond de rez-de-chaussée
cefc-clapi-visite_guidee_manoir_guide1-838	donc grand luxe hein	donc grand luxe hein	[37803]	riche
cefc-clapi-visite_guidee_manoir_guide1-620	ce bah ce meuble à tiroirs	ce bah ce meuble à tiroirs	[7095, 36766, 7041, 6070]	celui-là placard à tiroir
cefc-clapi-visite_guidee_manoir_guide1-467	ils viennent du lot on connaît pas tout ça	ils viennent du lot on connaît pas tout ça	[7032, 32669, 7074, 2704, 31672, 8456, 5526, 5596, 6906]	ils venir de ville nous connaître non tout celle-là
cefc-clapi-visite_guidee_manoir_guide1-108	il y avait plus assez d'élèves	il y avait plus assez d'élèves	[9001, 5508, 7074, 5900]	il_y_a plus_ de collégiens
cefc-clapi-visite_guidee_manoir_guide1-657	la marqueterie est remarquable	la marqueterie est remarquable	[8476, 36480]	le être
cefc-clapi-visite_guidee_manoir_guide1-405	parce qu'elle a eu joseph georges astor notre donateur et une petite fille également	parce qu'elle a eu joseph georges astor notre donateur et une petite fille également	[11348, 9839, 7028, 32761, 36935, 12268, 37779, 11399, 8474, 32845, 3423]	parce_que passé elle avoir haut_du_corps notre quelqu'un et une fille égal
cefc-clapi-visite_guidee_manoir_guide1-15	je me suis dit qu'il fallait absolument qu'à noël je découvre le marché de noël	je me suis dit qu'il fallait absolument qu'à noël je découvre le marché de noël	[9839, 6632, 9693, 11351, 15523, 11351, 7041, 3092, 6632, 6531, 8476, 32942, 7074, 3092]	passé me dire que devoir que à noël me inventer le marché de noël
cefc-clapi-visite_guidee_manoir_guide1-410	hm une ombrelle euh	hm une ombrelle euh	[8474]	une
cefc-clapi-commerce_boulangerie_rurale_C21_C40-509	et tu vas pas l'école encore	et tu vas pas l'école encore	[11399, 6625, 8142, 5526, 8476, 3082, 37163]	et toi aller non le école une_autre_fois
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1198	alors là c'est à midi	alors là c'est à midi	[5375, 7095, 36480, 7041, 29468]	là celui-là être à midi
cefc-clapi-commerce_boulangerie_rurale_C21_C40-343	je en ai plus	je en ai plus	[6632, 11709, 32761, 5508]	me au avoir plus_
cefc-clapi-commerce_boulangerie_rurale_C21_C40-847	voilà ça débarrasse	voilà ça débarrasse	[6906, 3417]	celle-là !
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1280	et euh	et euh	[11399]	et
cefc-clapi-commerce_boulangerie_rurale_C21_C40-632	il fallait que je le laisse encore	il fallait que je le laisse encore	[15523, 11351, 6632, 8476, 21793, 37163]	devoir que me le s'en_aller une_autre_fois
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1205	oui hein	oui hein	[5584]	oui
cefc-clapi-commerce_boulangerie_rurale_C21_C40-810	vous êtes filmé aujourd'hui attention x	vous êtes filmé aujourd'hui attention x	[7304, 37250, 38276, 25618, 3168]	vous filme aujourd'hui attention x
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1161	pourquoi filmé	pourquoi filmé	[24763, 37250]	pourquoi filme
cefc-clapi-commerce_boulangerie_rurale_C21_C40-688_2	là c'était à maman	là c'était à maman	[5375, 7095, 36480, 7041, 2458]	là celui-là être à maman
cefc-clapi-commerce_boulangerie_rurale_C21_C40-441	flûte courte hm	flûte courte hm	[25115, 26002]	flûte court
cefc-clapi-commerce_boulangerie_rurale_C21_C40-164	oui ouais donc ça va ouais	oui oui donc ça va oui	[5584, 11597, 5584]	oui comment_ça_va oui
cefc-clapi-commerce_boulangerie_rurale_C21_C40-897	alors dites -moi	alors dites -moi	[9693, 6632]	dire me
cefc-clapi-commerce_boulangerie_rurale_C21_C40-301	bah on fait rien d'extraordinaire	bah on fait rien d'extraordinaire	[31672, 6190, 29839, 7074, 38564]	nous faire rien de super
cefc-clapi-commerce_boulangerie_rurale_C21_C40-556	non mais j'aime bien ça aussi hein	non mais j'aime bien ça aussi hein	[5525, 11377, 21917, 37826]	non alors_que plaire j'aime_ça
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1042	versaire et le prénom sur l'autre	versaire et le prénom sur l'autre	[37779, 11399, 8476, 27357, 5451, 8476, 17054]	quelqu'un et le prénom sur le autre
cefc-clapi-commerce_boulangerie_rurale_C21_C40-98	merci au revoir aussi	merci au revoir aussi	[8128, 5896]	merci au_revoir
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1041	si vous lui marquez le prénom sur l'autre si c'est pas trop compliqué pour lui	si vous lui marquez le prénom sur l'autre si c'est pas trop compliqué pour lui	[28359, 7304, 6481, 25087, 8476, 27357, 5451, 8476, 17054, 28359, 7095, 36480, 5526, 25708, 31888, 7194, 6481]	si vous lui marquer le prénom sur le autre si celui-là être non trop complexité pour lui
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1358	eh ben super	eh ben super	[38564]	super
cefc-clapi-commerce_boulangerie_rurale_C21_C40-20	gros bébé hein	gros bébé hein	[25133, 6060]	gros bébé
cefc-clapi-commerce_boulangerie_rurale_C21_C40-33	ça devait pas bien se battre	ça devait pas bien se battre	[9839, 6906, 15523, 34639, 37373]	passé celle-là devoir pas_bien se_battre
cefc-clapi-commerce_boulangerie_rurale_C21_C40-892	pour dimanche	pour dimanche	[7194, 6478]	pour dimanche
cefc-clapi-commerce_boulangerie_rurale_C21_C40-805	hm non je pense	hm non je pense	[5525, 6632, 38796]	non me penser
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1268	vous avez noté et là pour euh ma fille ouais	vous avez noté et là pour euh ma fille oui	[9839, 7304, 8490, 11399, 5375, 7194, 12264, 32845, 5584]	passé vous noter et là pour mon fille oui
cefc-clapi-commerce_boulangerie_rurale_C21_C40-756	vous aussi	vous aussi	[7304]	vous
cefc-clapi-commerce_boulangerie_rurale_C21_C40-731	pas ben j'en sais rien si je marque	pas ben j'en sais rien si je marque	[5526, 6632, 11709, 16885, 29839, 28359, 6632, 25087]	non me au savoir rien si me marquer
cefc-clapi-commerce_boulangerie_rurale_C21_C40-658	ah oui non mais ils sont complètement dans les choux	ah oui non mais ils sont complètement dans les choux	[5584, 5525, 11377, 7032, 36480, 7034, 8477, 2708]	oui non alors_que ils être dans les chou
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1180	le samedi	le samedi	[8476, 6605]	le samedi
cefc-clapi-commerce_boulangerie_rurale_C21_C40-487	une euh	une euh	[8474]	une
cefc-clapi-commerce_boulangerie_rurale_C21_C40-358	euh oui ça va	euh oui ça va	[5584, 11597]	oui comment_ça_va
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1069	onze heures et demi	onze heures et demi	[29460, 19570]	11:00 à_demi_
cefc-clapi-commerce_boulangerie_rurale_C21_C40-839	s'il vous plaît	s'il vous plaît	[8195]	prier
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1254	c'est hein	c'est hein	[7095, 36480]	celui-là être
cefc-clapi-commerce_boulangerie_rurale_C21_C40-639	oui oui	oui oui	[5584]	oui
cefc-clapi-commerce_boulangerie_rurale_C21_C40-70	mais ça va pas	mais ça va pas	[11377, 11597, 5526]	alors_que comment_ça_va non
cefc-clapi-commerce_boulangerie_rurale_C21_C40-435	ah ouais c'est vrai ouais	ah oui c'est vrai oui	[5584, 7095, 36480, 5584]	oui celui-là être oui
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1166	pas de quoi de	pas de quoi de	[5526, 7074, 22620, 7074]	non de quoi de
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1286	tu vois	tu vois	[11617]	tu_vois
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1216	ouais voilà	oui voilà	[5584]	oui
cefc-clapi-commerce_boulangerie_rurale_C21_C40-127	vingt euh	vingt euh	[29550]	vingt
cefc-clapi-commerce_boulangerie_rurale_C21_C40-743	il y a combien de litres euh	il y a combien de litres euh	[9001, 24731, 7074, 7145]	il_y_a combien de l
cefc-clapi-commerce_boulangerie_rurale_C21_C40-194	tu fais	tu fais	[6625, 6190]	toi faire
cefc-clapi-commerce_boulangerie_rurale_C21_C40-830	je crois j'ai j'ai pas chan	je crois j'ai j'ai pas chan	[6632, 38796, 6632, 32761, 6632, 32761, 5526, 37779]	me penser me avoir me avoir non quelqu'un
cefc-clapi-commerce_boulangerie_rurale_C21_C40-670	deux cinquante-cinq	deux cinquante-cinq	[4890, 29342, 29354]	2 50 55
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1006	un poire	un poire	[2627, 2561]	un poire
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1197	là je voulais aussi du pain	là je voulais aussi du pain	[5375, 9839, 6632, 5441, 11712, 2494]	là passé me vouloir du pain
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1199	il faut la couper en vingt-quatre	il faut la couper en vingt-quatre	[15523, 8476, 5975, 11709, 29286]	devoir le couper au 24
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1090	bon je suis en train de réfléchir	bon je suis en train de réfléchir	[34641, 6632, 36480, 25736, 38796]	exact me être immédiatement penser
cefc-clapi-commerce_boulangerie_rurale_C21_C40-379	et vous allez nous règler	et vous allez nous règler	[11399, 7304, 8142, 31672]	et vous aller nous
cefc-clapi-commerce_boulangerie_rurale_C21_C40-118	donc euh oui	donc euh oui	[5584]	oui
cefc-clapi-commerce_boulangerie_rurale_C21_C40-366	oui oui oui je pense hein	oui oui oui je pense hein	[5584, 6632, 38796]	oui me penser
cefc-clapi-commerce_boulangerie_rurale_C21_C40-722	cent trente hein je les mets	cent trente hein je les mets	[29298, 6632, 8477, 6989]	30 me les mettre
cefc-clapi-commerce_boulangerie_rurale_C21_C40-654	non mais c'est n'importe quoi	non mais c'est n'importe quoi	[5525, 11377, 7095, 36480, 36449]	non alors_que celui-là être grave
cefc-clapi-commerce_boulangerie_rurale_C21_C40-972	ouais la mousse est pas pareil	oui la mousse est pas pareil	[5584, 8476, 6547, 36480, 5526, 32392]	oui le mousse être non pareil
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1184	donc euh une plaque de tarte vous m'aviez dit euh	donc euh une plaque de tarte vous m'aviez dit euh	[8474, 7074, 9057, 9839, 7304, 6632, 9693]	une de tarte passé vous me dire
cefc-clapi-commerce_boulangerie_rurale_C21_C40-494	s'il vous plaît	s'il vous plaît	[8195]	prier
cefc-clapi-commerce_boulangerie_rurale_C21_C40-120	il a des chances d'apparaître plus ou moins à l'écran	il a des chances d'apparaître plus ou moins à l'écran	[6480, 32761, 5374, 11164, 7074, 24741, 5508, 11317, 5512, 7041, 8476, 25498]	il avoir plusieurs chance de repérer plus_ ou minimum à le télévision
cefc-clapi-commerce_boulangerie_rurale_C21_C40-737_2	un litre ou	un litre ou	[2627, 7145, 11317]	un l ou
cefc-clapi-commerce_boulangerie_rurale_C21_C40-613	et après il y a les devoirs il y a tout ça	et après il y a les devoirs il y a tout ça	[11399, 32749, 9001, 8477, 11228, 9001, 5596, 6906]	et après il_y_a les leçon il_y_a tout celle-là
cefc-clapi-commerce_boulangerie_rurale_C21_C40-344	non comment desc suite de syllabes incompréhensibles il y a des moments des fois	non comment desc suite de syllabes incompréhensibles il y a des moments des fois	[5525, 22619, 13080, 7074, 32722, 37827, 9001, 5374, 27564]	non comment suite_ de syllabe je_ne_comprends_pas il_y_a plusieurs épisodiquement
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1320	et bonne journée à vous	et bonne journée à vous	[11399, 34641, 7022, 12287]	et exact journée à_vous
cefc-clapi-commerce_boulangerie_rurale_C21_C40-230_1	euh hm			
cefc-clapi-commerce_boulangerie_rurale_C21_C40-655	ah mais ch on est bien mal barré	ah mais ch on est bien mal barré	[11377, 2704, 31672, 36480, 5397, 5504, 6223]	alors_que ville nous être heureusement pas_d'accord barrer
cefc-clapi-commerce_boulangerie_rurale_C21_C40-192	mais si vous voulez plus d'informations on est là c'est un truc	mais si vous voulez plus d'informations on est là c'est un truc	[11377, 28359, 7304, 5441, 5508, 7074, 9899, 31672, 36480, 5375, 7095, 36480, 2627, 11318]	alors_que si vous vouloir plus_ de information nous être là celui-là être un truc
cefc-clapi-commerce_boulangerie_rurale_C21_C40-939	et ben s ouais pf	et ben s oui pf	[11399, 5584]	et oui
cefc-clapi-commerce_boulangerie_rurale_C21_C40-331	ah c'est	ah c'est	[7095, 36480]	celui-là être
cefc-clapi-commerce_boulangerie_rurale_C21_C40-325	au cas où il y a quelqu'un qui vienne	au cas où il y a quelqu'un qui vienne	[11709, 7764, 9001, 37779, 11351, 32669]	au où il_y_a quelqu'un que venir
cefc-clapi-commerce_boulangerie_rurale_C21_C40-23	au revoir	au revoir	[5896]	au_revoir
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1284	pourquoi il y a ça là au fond	pourquoi il y a ça là au fond	[24763, 9001, 6906, 5375, 11709, 32818]	pourquoi il_y_a celle-là là au fond_marin
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1231	mais ça fait beaucoup huit hm on voit avec ce qu'il y a ouais	mais ça fait beaucoup huit hm on voit avec ce qu'il y a oui	[11377, 6906, 6190, 5521, 4896, 31672, 6564, 7064, 7095, 11351, 9001, 5584]	alors_que celle-là faire beaucoup 8 nous voir avec celui-là que il_y_a oui
cefc-clapi-commerce_boulangerie_rurale_C21_C40-61	ça fait du volume	ça fait du volume	[6906, 6190, 7074, 38216]	celle-là faire de volume
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1275	une flûte courte	une flûte courte	[8474, 25115, 26002]	une flûte court
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1063	trois flûtes longues	trois flûtes longues	[2629, 2396, 26162]	trois flûte long
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1028	la pulpe de fraises elle est pas	la pulpe de fraises elle est pas	[8476, 7074, 2400, 7028, 36480, 5526]	le de fraise elle être non
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1075	midi et demi	midi et demi	[29472]	midi_et_demi
cefc-clapi-commerce_boulangerie_rurale_C21_C40-781	et je croyais que tu m'avais dit de marquer un litre	et je croyais que tu m'avais dit de marquer un litre	[11399, 9839, 6632, 38796, 11351, 6625, 6632, 9693, 7074, 25087, 2627, 7145]	et passé me penser que toi me dire de marquer un l
cefc-clapi-commerce_boulangerie_rurale_C21_C40-83	non ah ben	non ah ben	[5525]	non
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1022	ouais ouais ouais ouais	oui oui oui oui	[5584]	oui
cefc-clapi-commerce_boulangerie_rurale_C21_C40-988	ah ben il y a beaucoup de chocolat oui	ah ben il y a beaucoup de chocolat oui	[9001, 5521, 7074, 2334, 5584]	il_y_a beaucoup de chocolat oui
cefc-clapi-commerce_boulangerie_rurale_C21_C40-231	pas à m'en défaire de ces fourmis	pas à m'en défaire de ces fourmis	[5526, 7041, 11709, 5440, 7074, 7092, 2425]	non à au défaire de ces fourmis
cefc-clapi-commerce_boulangerie_rurale_C21_C40-930	pas x combien de personnes	pas x combien de personnes	[5526, 3168, 24731, 7074, 34560]	non x combien de personne
cefc-clapi-commerce_boulangerie_rurale_C21_C40-434	il y a des montants par semaine à pas dépasser	il y a des montants par semaine à pas dépasser	[9001, 5374, 9874, 7212, 37732, 7041, 34844, 5526]	il_y_a plusieurs prix par semaine à dépasser non
cefc-clapi-commerce_boulangerie_rurale_C21_C40-232	faites voir	faites voir	[6190, 6564]	faire voir
cefc-clapi-commerce_boulangerie_rurale_C21_C40-462	c'est pour monsieur jean	c'est pour monsieur jean	[7095, 36480, 7194, 4744, 24222]	celui-là être pour monsieur jean
cefc-clapi-commerce_boulangerie_rurale_C21_C40-629	eh oui	eh oui	[5584]	oui
cefc-clapi-commerce_boulangerie_rurale_C21_C40-730	tu les marques ce qu'il y a	tu les marques ce qu'il y a	[6625, 8477, 25087, 7095, 11351, 9001]	toi les marquer celui-là que il_y_a
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1206	et puis si au moment de manger ils ont pas assez faim on la on la r on les recoupera en deux s'ils ouais	et puis si au moment de manger ils ont pas assez faim on la on la r on les recoupera en deux s'ils oui	[28359, 22633, 7074, 38413, 9829, 7032, 32761, 5526, 35559, 31672, 8476, 31672, 8476, 31672, 8477, 37163, 5975, 11709, 2628, 7032, 5584]	si instant de manger prochain ils avoir non faim nous le nous le nous les une_autre_fois couper au deux ils oui
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1023	ben ouais	ben oui	[5584]	oui
cefc-clapi-commerce_boulangerie_rurale_C21_C40-259	oui oui	oui oui	[5584]	oui
cefc-clapi-commerce_boulangerie_rurale_C21_C40-373_2	ding dong	ding dong	[37779]	quelqu'un
cefc-clapi-commerce_boulangerie_rurale_C21_C40-552	ouais eh oui oui oui oui	oui eh oui oui oui oui	[5584]	oui
cefc-clapi-commerce_boulangerie_rurale_C21_C40-354	dix-huit vingt	dix-huit vingt	[29274, 29550]	18 vingt
cefc-clapi-commerce_boulangerie_rurale_C21_C40-82	six euh	six euh	[2632]	six
cefc-clapi-commerce_boulangerie_rurale_C21_C40-210	bonne journée merci	bonne journée merci	[34641, 7022, 8128]	exact journée merci
cefc-clapi-commerce_boulangerie_rurale_C21_C40-155	h ouais	h oui	[5584]	oui
cefc-clapi-commerce_boulangerie_rurale_C21_C40-71	vous m'avez dit zéro trois	vous m'avez dit zéro trois	[9839, 7304, 6632, 9693, 6972, 2629]	passé vous me dire 0 trois
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1339_2	mais il y a pas de croustillant	mais il y a pas de croustillant	[11377, 9001, 5526, 7074, 37779]	alors_que il_y_a non de quelqu'un
cefc-clapi-commerce_boulangerie_rurale_C21_C40-291	c'est une enquête pour voir comment ça se passe en fait dans les les commerces dans différents pays pas tous les commerces	c'est une enquête pour voir comment ça se passe en fait dans les les commerces dans différents pays pas tous les commerces	[7095, 36480, 8474, 15322, 7194, 6564, 22619, 6906, 31999, 7034, 8477, 6652, 7034, 32394, 35431, 5526, 5596, 8477, 6652]	celui-là être une enquête pour voir comment celle-là passer dans les vendre dans différent comme non tout les vendre
cefc-clapi-commerce_boulangerie_rurale_C21_C40-828	je vais prendre deux petits croissants	je vais prendre deux petits croissants	[9829, 6632, 10148, 2628, 4571, 2358]	prochain me prendre deux inférieur croissant
cefc-clapi-commerce_boulangerie_rurale_C21_C40-485	et un tradition	et un tradition	[11399, 2627, 23398]	et un interculturalité
cefc-clapi-commerce_boulangerie_rurale_C21_C40-606	ouh la ben alors là je vous le dis hein vous ê vous prenez perpette hein quand vous avez des gamins	ouh la ben alors là je vous le dis hein vous ê vous prenez perpette hein quand vous avez des gamins	[8476, 5375, 6632, 7304, 8476, 9693, 7304, 7304, 10148, 8274, 36935, 32874, 7304, 32761, 5374, 36560]	le là me vous le dire vous vous prendre à_travers_ haut_du_corps quand vous avoir plusieurs petite_enfance
cefc-clapi-commerce_boulangerie_rurale_C21_C40-176	s'il y a des lieux ce sera bipé	s'il y a des lieux ce sera bipé	[9001, 5374, 22633, 7095, 2704]	il_y_a plusieurs instant celui-là ville
cefc-clapi-commerce_boulangerie_rurale_C21_C40-254	bon sept quatre-vingt-dix voilà	bon sept quatre-vingt-dix voilà	[34641, 7248, 29430]	exact 7 90
cefc-clapi-commerce_boulangerie_rurale_C21_C40-58	comme ça	comme ça	[12313, 6906]	comme celle-là
cefc-clapi-commerce_boulangerie_rurale_C21_C40-835	ben oui j'ai oublié	ben oui j'ai oublié	[5584, 9839, 6632, 26258]	oui passé me oublier
cefc-clapi-commerce_boulangerie_rurale_C21_C40-692	jambon cru	jambon cru	[29191]	assiette_de_jambon_cru
cefc-clapi-commerce_boulangerie_rurale_C21_C40-691	quoi maman c'est jambon cru ou oignons	quoi maman c'est jambon cru ou oignons	[22620, 2458, 7095, 36480, 29191, 11317, 2323]	quoi maman celui-là être assiette_de_jambon_cru ou oignon
cefc-clapi-commerce_boulangerie_rurale_C21_C40-920	que c'est pas	que c'est pas	[11351, 7095, 36480, 5526]	que celui-là être non
cefc-clapi-commerce_boulangerie_rurale_C21_C40-663_1	au revoir	au revoir	[5896]	au_revoir
cefc-clapi-commerce_boulangerie_rurale_C21_C40-426	il y a eu ma paye	il y a eu ma paye	[9001, 12264, 33996]	il_y_a mon rémunération
cefc-clapi-commerce_boulangerie_rurale_C21_C40-916	après oui	après oui	[32749, 5584]	après oui
cefc-clapi-commerce_boulangerie_rurale_C21_C40-131	ouais ici je vais lui	oui ici je vais lui	[5584, 5382, 6632, 8142, 6481]	oui ici me aller lui
cefc-clapi-commerce_boulangerie_rurale_C21_C40-592	ah mais je reste pas moi l'après-midi	ah mais je reste pas moi l'après-midi	[11377, 6632, 27206, 5526, 6632, 8476, 7268]	alors_que me rester non me le après-midi
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1265	vous me redirez jusqu'au neuf	vous me redirez jusqu'au neuf	[9829, 7304, 6632, 9693, 11709, 4705]	prochain vous me dire au neuf
cefc-clapi-commerce_boulangerie_rurale_C21_C40-209	et merci bien et	et merci bien et	[11399, 8128, 5397, 11399]	et merci heureusement et
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1211	lui nous	lui nous	[6481, 31672]	lui nous
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1285	ah parce qu'il y a un micro là aussi	ah parce qu'il y a un micro là aussi	[11348, 9001, 2627, 2912, 5375]	parce_que il_y_a un micro là
cefc-clapi-commerce_boulangerie_rurale_C21_C40-461	c'est pour qui le gros pain	c'est pour qui le gros pain	[7095, 36480, 7194, 9857, 8476, 25133, 2494]	celui-là être pour anonymes le gros pain
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1038	bon voilà	bon voilà	[34641]	exact
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1155	bon ça c'est juste	bon ça c'est juste	[34641, 6906, 7095, 36480, 21381]	exact celle-là celui-là être juste
cefc-clapi-commerce_boulangerie_rurale_C21_C40-983	parce que c'est le croustillant	parce que c'est le croustillant	[11348, 7095, 36480, 8476, 32376]	parce_que celui-là être le sac_à_repas
cefc-clapi-commerce_boulangerie_rurale_C21_C40-773	là maintenant il va plus y en avoir des mouches	là maintenant il va plus y en avoir des mouches	[5375, 32747, 6480, 8142, 5508, 11709, 9001, 5374, 2478]	là maintenant il aller plus_ au il_y_a plusieurs mouche
cefc-clapi-commerce_boulangerie_rurale_C21_C40-84	non il me faut encore cinquante centimes	non il me faut encore cinquante centimes	[5525, 6632, 15523, 37163, 29342, 35117]	non me devoir une_autre_fois 50 centimes
cefc-clapi-commerce_boulangerie_rurale_C21_C40-266	bonjour madame	bonjour madame	[6009, 4744]	bonjour monsieur
cefc-clapi-commerce_boulangerie_rurale_C21_C40-702	h nous aussi on a donné des sachets de bonbons	h nous aussi on a donné des sachets de bonbons	[9839, 31672, 31672, 17040, 5374, 8359, 7074, 22182]	passé nous nous donner plusieurs sachet_de_médicament de bonbons
cefc-clapi-commerce_boulangerie_rurale_C21_C40-648	mais ça va être catastrophique là pour les petits	mais ça va être catastrophique là pour les petits	[11377, 9829, 36480, 5375, 7194, 8477, 4571]	alors_que prochain être là pour les inférieur
cefc-clapi-commerce_boulangerie_rurale_C21_C40-408	et ben	et ben	[11399]	et
cefc-clapi-commerce_boulangerie_rurale_C21_C40-211	au revoir au revoir	au revoir au revoir	[5896]	au_revoir
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1043	c'est gwenaëlle g w	c'est gwenaëlle g w	[7095, 36480, 37779]	celui-là être quelqu'un
cefc-clapi-commerce_boulangerie_rurale_C21_C40-783	h ça sert à rien	h ça sert à rien	[6906, 7247, 7041, 29839]	celle-là servir à rien
cefc-clapi-commerce_boulangerie_rurale_C21_C40-586	s'il vous plaît	s'il vous plaît	[8195]	prier
cefc-clapi-commerce_boulangerie_rurale_C21_C40-966	parce qu'en général les carrés ça commence à partir de	parce qu'en général les carrés ça commence à partir de	[11348, 37029, 8477, 4616, 6906, 5431, 7074]	parce_que souvent les carré celle-là commencer de
cefc-clapi-commerce_boulangerie_rurale_C21_C40-745	je crois oui	je crois oui	[6632, 38796, 5584]	me penser oui
cefc-clapi-commerce_boulangerie_rurale_C21_C40-141_2	il se demande si c'est les impôts ou la gestapo que vous êtes	il se demande si c'est les impôts ou la gestapo que vous êtes	[6480, 9840, 28359, 7095, 36480, 8477, 35449, 11317, 8476, 12333, 11351, 7304, 36480]	il demander si celui-là être les déclaration_d'impôts ou le association_à_but_non_lucratif que vous être
cefc-clapi-commerce_boulangerie_rurale_C21_C40-953	ah j'ai pas de moule de dix	ah j'ai pas de moule de dix	[6632, 32761, 5526, 7074, 32470, 7074, 29254]	me avoir non de moule de 10
cefc-clapi-commerce_boulangerie_rurale_C21_C40-521	une fois qu'on commence hein	une fois qu'on commence hein	[27385, 11351, 31672, 5431]	fois que nous commencer
cefc-clapi-commerce_boulangerie_rurale_C21_C40-126	on est le vingt-neuf	on est le vingt-neuf	[31672, 36480, 8476, 29296]	nous être le 29
cefc-clapi-commerce_boulangerie_rurale_C21_C40-486	flûte tradition il en reste	flûte tradition il en reste	[25115, 23398, 6480, 11709, 27206]	flûte interculturalité il au rester
cefc-clapi-commerce_boulangerie_rurale_C21_C40-975	c'est toujours carré	c'est toujours carré	[7095, 36480, 17322, 4616]	celui-là être chaque_fois carré
cefc-clapi-commerce_boulangerie_rurale_C21_C40-134	puis il se débrouillera	puis il se débrouillera	[9829, 6480, 11694]	prochain il sélectionner
cefc-clapi-commerce_boulangerie_rurale_C21_C40-53	tout je sais pas le mettre	tout je sais pas le mettre	[5596, 5526, 8476, 6989]	tout non le mettre
cefc-clapi-commerce_boulangerie_rurale_C21_C40-457	voilà allez bonne journée	voilà allez bonne journée	[34641, 7022, 3417]	exact journée !
cefc-clapi-commerce_boulangerie_rurale_C21_C40-334_1	un peu oui	un peu oui	[29105, 5584]	seconde oui
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1248	sept et demi	sept et demi	[7248, 19570]	7 à_demi_
cefc-clapi-commerce_boulangerie_rurale_C21_C40-616	sinon ils ont vite fait de rien faire hein	sinon ils ont vite fait de rien faire hein	[9839, 7032, 37850, 6190, 7074, 29839, 6190]	passé ils vite faire de rien faire
cefc-clapi-commerce_boulangerie_rurale_C21_C40-18	un petit peu	un petit peu	[5546]	peu
cefc-clapi-commerce_boulangerie_rurale_C21_C40-608	oui non je veux dire là	oui non je veux dire là	[5584, 5525, 5441, 9693, 5375]	oui non vouloir dire là
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1010	et puis euh une mousse aussi pour dix euh ouais il y a pas fraise	et puis euh une mousse aussi pour dix euh oui il y a pas fraise	[8474, 6547, 7194, 29254, 5584, 9001, 5526, 2400]	une mousse pour 10 oui il_y_a non fraise
cefc-clapi-commerce_boulangerie_rurale_C21_C40-1107	onze heures trente	onze heures trente	[29464]	11:30
cefc-clapi-commerce_boulangerie_rurale_C21_C40-950	non non	non non	[5525]	non
