clips	text	text_process	pictos	tokens
cefc-frenchoralnarrative-Quere_063-2_1001_NUITS_2-186	tu es un fils adultérin	tu es un fils adultérin	[6625, 36480, 2627, 9887]	toi être un fils
cefc-frenchoralnarrative-Quere_063-2_1001_NUITS_2-216	moi je préfère euh la version plus enfin	moi je préfère euh la version plus enfin	[6632, 30510, 8476, 5508]	me préférer le plus_
cefc-frenchoralnarrative-Quere_063-2_1001_NUITS_2-54	donc on va les installer chacun dans une chambre ce qu'il faut simplement savoir	donc on va les installer chacun dans une chambre ce qu'il faut simplement savoir	[31672, 8142, 8477, 2872, 36081, 7034, 8474, 33068, 7095, 11351, 15523, 16885]	nous aller les mettre_dans_l'ordre tout_le_monde dans une chambre celui-là que devoir savoir
cefc-frenchoralnarrative-Quere_063-2_1001_NUITS_2-220	et mon père n'en a rien su enfin mon père euh le roi bien entendu il n'en a rien su	et mon père n'en a rien su enfin mon père euh le roi bien entendu il n'en a rien su	[11399, 9839, 12264, 2497, 11709, 29839, 16885, 12264, 2497, 8476, 5563, 5584, 6480, 11709, 29839, 16885]	et passé mon père au rien savoir mon père le roi oui il au rien savoir
cefc-frenchoralnarrative-Quere_063-2_1001_NUITS_2-206	et bien je me suis attelée à la la tâche	et bien je me suis attelée à la la tâche	[11399, 5397, 9839, 6632, 7041, 8476, 7151]	et heureusement passé me à le tâche
cefc-frenchoralnarrative-Quere_063-2_1001_NUITS_2-192	qui entre et qui s'approche de sa mère le sabre dressé mère dis la vérité à ton fils qui la demande qui est mon père	qui entre et qui s'approche de sa mère le sabre dressé mère dis la vérité à ton fils qui la demande qui est mon père	[9839, 11351, 7765, 11399, 11351, 6879, 7074, 12272, 31148, 8476, 8569, 3064, 31148, 9693, 8476, 37236, 7041, 12281, 9887, 11351, 8476, 9840, 9857, 36480, 12264, 2497]	passé que entre et que approcher de son mère le sabre baptême mère dire le vérité à ton fils que le demander anonymes être mon père
cefc-frenchoralnarrative-Quere_063-2_1001_NUITS_2-159	grand roi nous pourrions peut-être vérifier avant que tu donnes l'ordre que tu as raison	grand roi nous pourrions peut-être vérifier avant que tu donnes l'ordre que tu as raison	[4658, 5563, 31672, 35949, 35473, 32745, 11351, 6625, 17040, 8476, 37822, 11351, 6625, 8715]	grand roi nous pouvoir inspecter avant que toi donner le ordre que toi sûr
cefc-frenchoralnarrative-Quere_063-2_1001_NUITS_2-102	et le roi invite	et le roi invite	[11399, 8476, 5563, 16717]	et le roi inviter
cefc-frenchoralnarrative-Quere_063-2_1001_NUITS_2-160	et on appelle non pas la favorite mais le père de cette jeune fille et le roi lui dit toi raconte ce que tu sais sur ta fille	et on appelle non pas la favorite mais le père de cette jeune fille et le roi lui dit toi raconte ce que tu sais sur ta fille	[11399, 31672, 6552, 5526, 8476, 37779, 11377, 8476, 2497, 7074, 8476, 32845, 11399, 8476, 5563, 6481, 9693, 6625, 6461, 7095, 11351, 6625, 16885, 5451, 12281, 32845]	et nous crier non le quelqu'un alors_que le père de le fille et le roi lui dire toi raconter celui-là que toi savoir sur ton fille
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-165	voilà qu'en pleine rue un peu plus tard	voilà qu'en pleine rue un peu plus tard	[11351, 11709, 26176, 2299, 29105, 13080, 3417]	que au plein rue seconde suite_ !
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-40	et le chef des marchands marche	et le chef des marchands marche	[11399, 8476, 22755, 7074, 37808, 6044]	et le chef de commerçant marcher
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-130	fut incapable de se lever même incapable de parler de prononcer la moindre parole	fut incapable de se lever même incapable de parler de prononcer la moindre parole	[36480, 24753, 35949, 7074, 6549, 4667, 24753, 35949, 7074, 6517, 7074, 11611, 8476, 9837]	être contraire pouvoir de se_lever même contraire pouvoir de parler de qu'as-tu_dit? le mot
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-219	j'étais tellement curieux de voir ces fruits que tu avais été chercher si loin que je suis entré dans la chambre de notre mère	j'étais tellement curieux de voir ces fruits que tu avais été chercher si loin que je suis entré dans la chambre de notre mère	[9839, 6632, 36480, 5521, 27705, 7074, 6564, 7092, 4653, 11351, 6625, 36480, 6947, 28359, 30385, 11351, 6632, 6491, 7034, 8476, 33068, 7074, 12268, 31148]	passé me être beaucoup curieux de voir ces fruits que toi être chercher si loin que me entrer dans le chambre de notre mère
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-44	car le chef des marchands n'est autre que le roi lui-même qui chaque soir prend plaisir à ainsi habillé sans être reconnu à se promener pour entendre pour voir pour savoir et pour vivre et pour interroger et il est tellement impatient de découvrir	car le chef des marchands n'est autre que le roi lui-même qui chaque soir prend plaisir à ainsi habillé sans être reconnu à se promener pour entendre pour voir pour savoir et pour vivre et pour interroger et il est tellement impatient de découvrir	[11348, 9839, 8476, 22755, 7074, 37808, 36480, 17054, 11351, 8476, 5563, 6481, 11351, 5596, 26997, 10148, 35563, 7041, 6627, 7813, 8456, 7041, 38286, 7194, 6572, 7194, 6564, 7194, 16885, 11399, 7194, 11605, 11399, 7194, 9840, 11399, 6480, 36480, 5521, 36675, 7074, 6531]	parce_que passé le chef de commerçant être autre que le roi lui que tout nuit prendre joie à habiller sans connaître à se_promener pour entendre pour voir pour savoir et pour vivre et pour demander et il être beaucoup pressé de inventer
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-43	mais ils se dirigent tout simplement vers le palais du roi	mais ils se dirigent tout simplement vers le palais du roi	[11377, 7032, 8994, 7125, 8476, 5563]	alors_que ils guider vers le roi
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-221	et puis je suis venu là devant la devant la porte dans la rue	et puis je suis venu là devant la devant la porte dans la rue	[9839, 6632, 32669, 5375, 5438, 8476, 5438, 8476, 3244, 7034, 8476, 2299]	passé me venir là devant le devant le porte dans le rue
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-253	en ce temps-là un esclave appartenait corps et vie à son maître	en ce temps-là un esclave appartenait corps et vie à son maître	[11709, 22631, 7095, 9839, 2627, 32761, 17022, 11399, 8717, 7041, 12272, 2457]	au époque celui-là passé un avoir corps et vie à son maître
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-56	et lui dit tu es chargé de la sécurité en cette ville et en ce pays	et lui dit tu es chargé de la sécurité en cette ville et en ce pays	[11399, 6481, 9693, 6625, 34939, 7074, 8476, 12261, 11709, 8476, 2704, 11399, 11709, 7095, 35431]	et lui dire toi recharger de le sécurité au le ville et au celui-là comme
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-113	et il prononce ceci pour me sauver moi-même	et il prononce ceci pour me sauver moi-même	[11399, 6480, 11611, 7095, 7194, 6632, 38316, 6632, 4667]	et il qu'as-tu_dit? celui-là pour me sauver me même
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-109	et je fis porter le coffre jusque dans les eaux du fleuve	et je fis porter le coffre jusque dans les eaux du fleuve	[11399, 6632, 6190, 6553, 8476, 37941, 7034, 8477, 2248, 7074, 2811]	et me faire porter le coffre dans les eau_minérale de rivière
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-197	car c'est ton amant qui à présent se promène en ville et cette femme que j'avais tant aimée de mes propres mains	car c'est ton amant qui à présent se promène en ville et cette femme que j'avais tant aimée de mes propres mains	[11348, 7095, 36480, 12281, 30630, 11351, 13026, 38286, 11709, 2704, 11399, 8476, 24621, 11351, 9839, 6632, 7168, 37721, 7074, 12266, 4680, 9830]	parce_que celui-là être ton amant que désormais se_promener au ville et le femme que passé me nombreux aimer de mes propres mains
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-99	je passe dans la maison ô mon époux	je passe dans la maison ô mon époux	[6632, 31999, 7034, 8476, 2317, 36776, 8111]	me passer dans le maison ô époux
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-1	ô grand roi cela est simple	ô grand roi cela est simple	[36776, 5563, 6906, 36480, 32434]	ô roi celle-là être facile
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-160	et le plat est est ainsi près d'elle	et le plat est est ainsi près d'elle	[11399, 8476, 37065, 36480, 5367, 7028]	et le plat être à_côté_de elle
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-94	un jour je rentre du marché	un jour je rentre du marché	[2627, 37371, 6632, 7074, 32942]	un jour me de marché
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-225	il m'a donné une grande claque	il m'a donné une grande claque	[9839, 6480, 6632, 17040, 8474, 4658]	passé il me donner une grand
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-185	et je n'ai pas compris	et je n'ai pas compris	[11399, 9839, 37827]	et passé je_ne_comprends_pas
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-139	devenir plus immobile qu'une statue	devenir plus immobile qu'une statue	[8032, 5508, 24753, 27371, 11351, 8474, 8113, 3417]	agenouiller plus_ contraire bouger que une statut !
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-74	a été trouvée coupée dans un tapis roulé dans un coffre au fond du fleuve et que ce vizir a été non seulement incapable d'empêcher ce meurtre	a été trouvée coupée dans un tapis roulé dans un coffre au fond du fleuve et que ce vizir a été non seulement incapable d'empêcher ce meurtre	[5975, 7034, 2627, 2249, 37962, 7034, 2627, 37941, 11709, 32818, 7074, 2811, 11399, 11351, 7095, 37779, 36480, 5525, 24753, 35949, 7074, 7095, 16361]	couper dans un tapis rouler dans un coffre au fond_marin de rivière et que celui-là quelqu'un être non contraire pouvoir de celui-là meurtre
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-11	c'étaient des marchands qui déambulaient	c'étaient des marchands qui déambulaient	[7095, 36480, 5374, 37808, 11351]	celui-là être plusieurs commerçant que
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-55	et le roi regarde son vizir qui l'accompagnait à la promenade	et le roi regarde son vizir qui l'accompagnait à la promenade	[11399, 9839, 8476, 5563, 6564, 12272, 11351, 8476, 37485, 7041, 8476, 35112]	et passé le roi voir son que le emmener à le allée
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-135	qui n'ont pas su me consoler	qui n'ont pas su me consoler	[9839, 11351, 7180, 6632, 31209]	passé que je_ne_sais_plus me consoler
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-119	vois-tu la chance a favorisé le début de ma vie	vois-tu la chance a favorisé le début de ma vie	[6564, 6625, 9839, 8476, 11164, 5584, 8476, 5431, 7074, 12264, 8717, 3417]	voir toi passé le chance oui le commencer de mon vie !
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-90	sache que la jeune femme morte et découpée était mon épouse	sache que la jeune femme morte et découpée était mon épouse	[16885, 11351, 8476, 4673, 9839, 24621, 8172, 11399, 2547, 36480, 12264, 8640, 3417]	savoir que le adolescent passé femme mort et découper être mon jeune_mariée !
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-101	femme trompeuse femme menteuse comment oses-tu ne pas dire la vérité	femme trompeuse femme menteuse comment oses-tu ne pas dire la vérité	[24621, 24621, 37792, 22619, 26144, 6625, 9693, 5526, 8476, 37236]	femme femme menteur comment essayer toi dire non le vérité
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-176	nous n'arrivions pas l'éloigner	nous n'arrivions pas l'éloigner	[9839, 31672, 16807, 5526, 8476, 5371]	passé nous arrive non le éloigner
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-260	si je te raconte une histoire qui est plus étonnante que celle de ce jeune homme et de son épouse acceptes-tu de m'offrir la vie de mon esclave et le roi dit	si je te raconte une histoire qui est plus étonnante que celle de ce jeune homme et de son épouse acceptes-tu de m'offrir la vie de mon esclave et le roi dit	[28359, 6632, 6625, 6461, 8474, 32634, 11351, 36480, 5508, 35529, 11351, 6906, 7074, 7095, 4673, 4665, 11399, 7074, 12272, 8640, 25752, 6625, 7074, 6632, 16881, 8476, 8717, 7074, 12264, 11399, 8476, 5563, 9693]	si me toi raconter une histoire que être plus_ choquer que celle-là de celui-là adolescent homme et de son jeune_mariée accepter toi de me offrir le vie de mon et le roi dire
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-87	il n'avait personne à condamner maintenant deux coupables s'accusent	il n'avait personne à condamner maintenant deux coupables s'accusent	[9839, 6480, 32761, 34560, 7041, 4725, 32747, 2628, 30642]	passé il avoir personne à prisonnier maintenant deux gronder
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-131	et moi je lui demandais ce que je pouvais faire pour elle pour l'aider pour la sauver pour pour lui permettre de retrouver cette vie qui qui semblait s'éloigner d'elle déjà	et moi je lui demandais ce que je pouvais faire pour elle pour l'aider pour la sauver pour pour lui permettre de retrouver cette vie qui qui semblait s'éloigner d'elle déjà	[11399, 6632, 9839, 6632, 6481, 9840, 7095, 11351, 6632, 35949, 6190, 7194, 7028, 7194, 8476, 4570, 7194, 8476, 38316, 7194, 6481, 21014, 7074, 24773, 8476, 8717, 11351, 32154, 7074, 7028]	et me passé me lui demander celui-là que me pouvoir faire pour elle pour le aider pour le sauver pour lui permettre de retrouver le vie que s'éloigner de elle
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-233	j'ai regretté amèrement	j'ai regretté amèrement	[9839, 6632, 11625]	passé me être_désolé
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-248	et c'est un grand esclave noir qui s'approche les yeux embués de larmes quand il apprend que son maître va mourir	et c'est un grand esclave noir qui s'approche les yeux embués de larmes quand il apprend que son maître va mourir	[11399, 9829, 9839, 7095, 36480, 2627, 4658, 2886, 11351, 6879, 8477, 2876, 7074, 14252, 32874, 6480, 37810, 11351, 12272, 2457, 32250]	et prochain passé celui-là être un grand noir que approcher les yeux de larmes quand il étudier que son maître décéder
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-134	et qui n'ont rien vu qui n'ont rien su	et qui n'ont rien vu qui n'ont rien su	[11399, 9839, 11351, 32761, 29839, 6564, 11351, 29839, 16885]	et passé que avoir rien voir que rien savoir
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-21	et bien jette le sur ma chance	et bien jette le sur ma chance	[11399, 5397, 36673, 8476, 5451, 12264, 11164]	et heureusement jeter le sur mon chance
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-147	que pourrais-je faire pour l'honorer pour lui rendre tout le plaisir qu'elle m'avait donné	que pourrais-je faire pour l'honorer pour lui rendre tout le plaisir qu'elle m'avait donné	[11351, 35949, 9839, 6632, 6190, 7194, 8476, 7194, 6481, 9026, 5596, 8476, 35563, 11351, 7028, 6632, 17040]	que pouvoir passé me faire pour le pour lui rendre tout le joie que elle me donner
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-251	bien qu'on délivre mon vizir et qu'on tue cet esclave	bien qu'on délivre mon vizir et qu'on tue cet esclave	[11185, 31672, 12264, 36935, 11399, 11351, 31672, 6071, 7091]	bien_que nous mon haut_du_corps et que nous silence cet
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-184	et moi je l'ai laissé partir cet homme	et moi je l'ai laissé partir cet homme	[11399, 6632, 9839, 6632, 8476, 21793, 2432, 7091, 4665]	et me passé me le s'en_aller partir cet homme
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-29	mais cela est tout à fait impossible	mais cela est tout à fait impossible	[11377, 6906, 36480, 24753, 37861]	alors_que celle-là être contraire décider
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-137	et les jours passent	et les jours passent	[11399, 8477, 7022, 31999]	et les journée passer
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-178	et enfin le jour où il pose la seule question qu'il aurait dû poser depuis longtemps nous l'éloignons pour sept jours de félicité	et enfin le jour où il pose la seule question qu'il aurait dû poser depuis longtemps nous l'éloignons pour sept jours de félicité	[11399, 8476, 37371, 7764, 9839, 6480, 25347, 8476, 7253, 7217, 11351, 6480, 15523, 25347, 7077, 37678, 31672, 8476, 5371, 7194, 7248, 7022, 7074, 23371]	et le jour où passé il poser le seul question que il devoir poser depuis longtemps nous le éloigner pour 7 journée de succès
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-166	je croise un homme un esclave noir avec une pomme jaune dans la main	je croise un homme un esclave noir avec une pomme jaune dans la main	[6632, 2627, 4665, 2627, 2886, 7064, 8474, 13645, 2648, 7034, 8476, 2928]	me un homme un noir avec une pomme jaune dans le main
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-12	après avoir beaucoup marché	après avoir beaucoup marché	[32749, 5521, 6044]	après beaucoup marcher
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-106	et ne m'appartenant plus appartenant à mon poignard que je brandis je tuai ma femme	et ne m'appartenant plus appartenant à mon poignard que je brandis je tuai ma femme	[11399, 5508, 7041, 12264, 5406, 11351, 9839, 6632, 6632, 8160, 12264, 24621]	et plus_ à mon moyen-âge que passé me me assassiner mon femme
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-111	n'écoute pas les paroles de celui-là	n'écoute pas les paroles de celui-là	[28659, 5526, 8477, 7074, 7095]	écouter non les de celui-là
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-38	un grand coffre de bois	un grand coffre de bois	[2627, 4658, 37941, 7074, 2886]	un grand coffre de noir
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-39	et le pêcheur reçoit les cent pièces d'or	et le pêcheur reçoit les cent pièces d'or	[11399, 8476, 3366, 17044, 8477, 29256, 8633, 7074, 6161]	et le pêcheur accepter les cent pièces de or
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-217	et j'ai tellement peur de toi	et j'ai tellement peur de toi	[11399, 6632, 32761, 5521, 35571, 7074, 6625]	et me avoir beaucoup peur de toi
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-3	un homme qui était pêcheur de son métier	un homme qui était pêcheur de son métier	[2627, 4665, 9839, 11351, 36480, 3366, 7074, 12272, 7795]	un homme passé que être pêcheur de son métier
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-105	et la colère me saisit à ce moment ô grand roi	et la colère me saisit à ce moment ô grand roi	[11399, 9839, 8476, 35567, 6632, 32773, 7041, 7095, 22633, 36738, 4658, 5563]	et passé le colère me saisir à celui-là instant ö grand roi
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-247	et lorsqu'enfin la raison est donnée dans l'assistance de ce côté bousculade laissez-moi passer vous ne pouvez pas tuer cet homme le coupable c'est moi	et lorsqu'enfin la raison est donnée dans l'assistance de ce côté bousculade laissez-moi passer vous ne pouvez pas tuer cet homme le coupable c'est moi	[11399, 24053, 8476, 12295, 17040, 7034, 8476, 25620, 7074, 7095, 5367, 16655, 21793, 6632, 31999, 7304, 35949, 8160, 5526, 7091, 4665, 8476, 7095, 36480, 6632]	et quand le raison donner dans le aide de celui-là à_côté_de bousculer s'en_aller me passer vous pouvoir assassiner non cet homme le celui-là être me
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-5	enfin quand on dit meilleur endroit sans doute avait-il été un endroit généreux en d'autres périodes mais pour ce pêcheur précisément c'est l'endroit de la nullité	enfin quand on dit meilleur endroit sans doute avait-il été un endroit généreux en d'autres périodes mais pour ce pêcheur précisément c'est l'endroit de la nullité	[32874, 9839, 31672, 9693, 22627, 11696, 7813, 11696, 32761, 6480, 36480, 2627, 11696, 11709, 7074, 17056, 22633, 11377, 7194, 7095, 3366, 7095, 36480, 8476, 11696, 7074, 8476]	quand passé nous dire admirer doute sans doute avoir il être un doute au de autres instant alors_que pour celui-là pêcheur celui-là être le doute de le
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-72	et on annonce qu'	et on annonce qu'	[11399, 31672, 9693]	et nous dire
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-19	pourquoi la destinée est ainsi	pourquoi la destinée est ainsi	[24763, 8476, 36480]	pourquoi le être
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-155	et lorsque j'entre dans notre chambre	et lorsque j'entre dans notre chambre	[11399, 24053, 6632, 7765, 7034, 12268, 33068]	et quand me entre dans notre chambre
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-23	quoique tu retires du fleuve à ce moment	quoique tu retires du fleuve à ce moment	[6625, 9072, 7074, 2811, 7041, 7095, 22633]	toi aller_chercher de rivière à celui-là instant
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-78	en disant vous ne pouvez pas faire ça arrêtez je vous en supplie le vizir est innocent	en disant vous ne pouvez pas faire ça arrêtez je vous en supplie le vizir est innocent	[11709, 9693, 7304, 35949, 6190, 5526, 6906, 27393, 6632, 7304, 11709, 8194, 8476, 36935, 36480, 4581]	au dire vous pouvoir faire non celle-là arrêter me vous au s'il_te_plaît le haut_du_corps être sage
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-86	et le roi ne comprend pas	et le roi ne comprend pas	[11399, 8476, 5563, 11697, 5526]	et le roi comprendre non
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-48	on a trouvé un grand tapis roulé	on a trouvé un grand tapis roulé	[9839, 31672, 24742, 2627, 4658, 2249, 37962]	passé nous trouver un grand tapis rouler
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-149	j'ai compris elle me demandait simplement le grand honneur et le grand bonheur de goûter à un fruit merveilleux un fruit dont on a tant entendu parler	j'ai compris elle me demandait simplement le grand honneur et le grand bonheur de goûter à un fruit merveilleux un fruit dont on a tant entendu parler	[9839, 6632, 11697, 7028, 6632, 9840, 8476, 4658, 14660, 11399, 8476, 4658, 8582, 7074, 2349, 7041, 2627, 28339, 38564, 2627, 28339, 31672, 7168, 6572, 6517]	passé me comprendre elle me demander le grand réputé et le grand bonheur de goûter à un fruit super un fruit nous nombreux entendre parler
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-153	et là j'ai payé très cher pour obtenir trois pommes	et là j'ai payé très cher pour obtenir trois pommes	[11399, 5375, 9839, 6632, 29070, 25708, 4589, 7194, 24208, 2629, 2462]	et là passé me payer trop cher pour attraper trois pommes
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-64	et l'on dit que durant les trois jours il est resté prostré comment trouver dans une ville	et l'on dit que durant les trois jours il est resté prostré comment trouver dans une ville	[11399, 9839, 8476, 31672, 9693, 11351, 24737, 8477, 2629, 7022, 6480, 22619, 24742, 7034, 8474, 2704]	et passé le nous dire que durant les trois journée il comment trouver dans une ville
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-81	d'une immense tristesse et d'une grande beauté qui était là la tête baissée	d'une immense tristesse et d'une grande beauté qui était là la tête baissée	[7074, 8474, 35551, 11399, 7074, 8474, 4658, 11194, 9839, 11351, 36480, 5375, 8476, 2673]	de une chagriner et de une grand beau passé que être là le tête
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-174	et il me répond en partant d'un grand rire de mon amante de ton amante	et il me répond en partant d'un grand rire de mon amante de ton amante	[11399, 6480, 6632, 9031, 11709, 2432, 7074, 2627, 4658, 30638, 12264, 30630, 7074, 12281, 30630]	et il me répondre_à_l’oral au partir de un grand rire_de mon amant de ton amant
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-25	et le pêcheur accepte	et le pêcheur accepte	[11399, 8476, 3366, 25752]	et le pêcheur accepter
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-125	et j'ai eu la grande chance d'épouser cette jeune femme que j'ai aimée et qui m'a aimé pendant des années	et j'ai eu la grande chance d'épouser cette jeune femme que j'ai aimée et qui m'a aimé pendant des années	[11399, 9839, 6632, 4658, 11164, 7074, 6965, 8476, 4673, 24621, 11351, 6632, 37721, 11399, 11351, 6632, 37721, 7081, 5374, 6903]	et passé me grand chance de marier le adolescent femme que me aimer et que me aimer pendant plusieurs année
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-210	lorsque je rentre et que j'arrive dans ma maison et que je vois devant la porte de ma maison	lorsque je rentre et que j'arrive dans ma maison et que je vois devant la porte de ma maison	[24053, 6632, 6248, 11399, 11351, 6632, 16807, 7034, 12264, 2317, 11399, 11351, 6632, 6564, 5438, 8476, 3244, 7074, 12264, 2317]	quand me demi-tour et que me arrive dans mon maison et que me voir devant le porte de mon maison
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-17	et le fleuve semble ne pas vouloir m'honorer	et le fleuve semble ne pas vouloir m'honorer	[11399, 8476, 2811, 6156, 6632, 36720]	et le rivière à_contre-coeur me respecter
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-150	mais que je n'avais pour ma part jamais goûté une pomme qui pousse en ces pays lointains	mais que je n'avais pour ma part jamais goûté une pomme qui pousse en ces pays lointains	[11377, 11351, 9839, 6632, 32761, 7194, 12264, 27093, 5527, 2349, 8474, 13645, 11351, 6485, 11709, 7092, 35431, 30385]	alors_que que passé me avoir pour mon pièce jamais goûter une pomme que pousser au ces comme loin
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-71	quelque temps plus tard toute la ville est invitée à assister à la mort de ce vizir	quelque temps plus tard toute la ville est invitée à assister à la mort de ce vizir	[5374, 22631, 13080, 5596, 8476, 2704, 16717, 7041, 21385, 7041, 8476, 8172, 7074, 7095, 5563]	plusieurs époque suite_ tout le ville inviter à assister à le mort de celui-là roi
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-69	tu m'as demandé l'impossible	tu m'as demandé l'impossible	[9839, 6625, 6632, 9840, 8476, 24753, 37861]	passé toi me demander le contraire décider
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-245	il faut que ta mort serve d'exemple à tous les incapables	il faut que ta mort serve d'exemple à tous les incapables	[15523, 11351, 12281, 8172, 7247, 7074, 16705, 7041, 5596, 8477, 24753, 35949]	devoir que ton mort servir de expliquer à tout les contraire pouvoir
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-49	et on déroule le tapis	et on déroule le tapis	[11399, 31672, 37218, 8476, 2249]	et nous ouvrir_un_cadeau le tapis
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-9	un jour qu'il était ainsi à à pêcher	un jour qu'il était ainsi à à pêcher	[2627, 37371, 11351, 6480, 36480, 7041, 35235]	un jour que il être à pêcher
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-121	dans laquelle je suis né était si riche qu'elle a pu payer les meilleurs professeurs	dans laquelle je suis né était si riche qu'elle a pu payer les meilleurs professeurs	[7034, 9839, 6632, 37980, 36480, 28359, 37803, 11351, 7028, 35949, 29070, 8477, 22627, 2457]	dans passé me naître être si riche que elle pouvoir payer les admirer maître
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-132	et elle n'a pas pu me répondre	et elle n'a pas pu me répondre	[11399, 9839, 7028, 35949, 5526, 6632, 9031]	et passé elle pouvoir non me répondre_à_l’oral
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-96	ou plutôt j'entraperçois la silhouette de mon épouse s'éloigner de la fenêtre	ou plutôt j'entraperçois la silhouette de mon épouse s'éloigner de la fenêtre	[11317, 14670, 6632, 8476, 4744, 7074, 12264, 8640, 32154, 7074, 8476, 2611]	ou choix me le monsieur de mon jeune_mariée s'éloigner de le fenêtre
cefc-frenchoralnarrative-Quere_063-3_1001_NUITS_3-195	qui semblait être le dernier qu'elle ignorait totalement	qui semblait être le dernier qu'elle ignorait totalement	[9839, 11351, 36480, 8476, 4765, 11351, 7028, 24719, 5596]	passé que être le dernier que elle ignorer tout
