id_picto	lemma	synsets	sense_keys
31985	enseignement technique	['05765899-n']	['vocational_training%1:09:00::', 'vocational_education%1:09:00::']
31985	enseignements techniques	['05765899-n']	['vocational_training%1:09:00::', 'vocational_education%1:09:00::']
31985	qualification professionnelle	['05765899-n']	['vocational_training%1:09:00::', 'vocational_education%1:09:00::']
31985	qualifications professionnelles	['05765899-n']	['vocational_training%1:09:00::', 'vocational_education%1:09:00::']
31989	salle d'opération	['03855765-n']	['surgery%1:06:00::', 'operating_room%1:06:00::', 'or%1:06:00::', 'operating_theatre%1:06:00::', 'operating_theater%1:06:00::']
31991	savonner le visage	['01538956-v', '00036355-v']	['lave%2:29:00::', 'rinse_off%2:35:00::', 'wash%2:29:00::', 'rinse%2:35:00::']
31991	se savonner le visage	['00036355-v', '01538956-v']	['lave%2:29:00::', 'rinse_off%2:35:00::', 'wash%2:29:00::', 'rinse%2:35:00::']
31993	tachycardie	['14386432-n']	['tachycardia%1:26:00::']
31995	romantique	['10557379-n', '01468558-s']	['smitten%5:00:00:loving:00', 'taken_with%5:00:00:loving:00', 'in_love%5:00:00:loving:00', 'potty%5:00:00:loving:00', 'enamored%5:00:00:loving:00', 'soft_on%5:00:00:loving:00', 'romantic%1:18:00::', 'infatuated%5:00:00:loving:00']
31997	baccalauréats	['06711015-n']	"[""bachelor's_degree%1:10:00::"", 'baccalaureate%1:10:00::']"
31997	enseignement secondaire	['08426574-n', '06711015-n']	"['high%1:14:00::', 'highschool%1:14:00::', 'high_school%1:14:00::', ""bachelor's_degree%1:10:00::"", 'senior_high%1:14:00::', 'senior_high_school%1:14:00::', 'baccalaureate%1:10:00::']"
31997	enseignements secondaires	['08426574-n']	['high%1:14:00::', 'highschool%1:14:00::', 'high_school%1:14:00::', 'senior_high%1:14:00::', 'senior_high_school%1:14:00::']
31999	passer au niveau supérieur	['02402779-v']	['promote%2:41:00::', 'upgrade%2:41:00::', 'raise%2:41:04::', 'advance%2:41:00::', 'kick_upstairs%2:41:00::', 'elevate%2:41:00::']
32001	quel cours ?	['07211342-n', '05101152-n']	['grade%1:07:00::', 'degree%1:07:00::', 'question%1:10:03::', 'interrogative_sentence%1:10:00::', 'interrogative%1:10:00::', 'interrogation%1:10:01::', 'level%1:07:00::']
32001	quel niveau scolaire ?	['07211342-n', '05101152-n']	['grade%1:07:00::', 'degree%1:07:00::', 'question%1:10:03::', 'interrogative_sentence%1:10:00::', 'interrogative%1:10:00::', 'interrogation%1:10:01::', 'level%1:07:00::']
32001	quelle année scolaire ?	['05101152-n', '07211342-n']	['grade%1:07:00::', 'degree%1:07:00::', 'question%1:10:03::', 'interrogative_sentence%1:10:00::', 'interrogative%1:10:00::', 'interrogation%1:10:01::', 'level%1:07:00::']
32001	quelle classe ?	['07211342-n', '05101152-n']	['grade%1:07:00::', 'degree%1:07:00::', 'question%1:10:03::', 'interrogative_sentence%1:10:00::', 'interrogative%1:10:00::', 'interrogation%1:10:01::', 'level%1:07:00::']
32002	quel cours?	['07211342-n', '05101152-n']	['grade%1:07:00::', 'degree%1:07:00::', 'question%1:10:03::', 'interrogative_sentence%1:10:00::', 'interrogative%1:10:00::', 'interrogation%1:10:01::', 'level%1:07:00::']
32002	quel niveau scolaire ?	['07211342-n', '05101152-n']	['grade%1:07:00::', 'degree%1:07:00::', 'question%1:10:03::', 'interrogative_sentence%1:10:00::', 'interrogative%1:10:00::', 'interrogation%1:10:01::', 'level%1:07:00::']
32002	quelle année scolaire ?	['05101152-n', '07211342-n']	['grade%1:07:00::', 'degree%1:07:00::', 'question%1:10:03::', 'interrogative_sentence%1:10:00::', 'interrogative%1:10:00::', 'interrogation%1:10:01::', 'level%1:07:00::']
32002	quelle classe ?	['07211342-n', '05101152-n']	['grade%1:07:00::', 'degree%1:07:00::', 'question%1:10:03::', 'interrogative_sentence%1:10:00::', 'interrogative%1:10:00::', 'interrogation%1:10:01::', 'level%1:07:00::']
32005	scotome	['14579795-n']	['scotoma%1:26:00::']
32009	mutilation	['07448262-n', '05522061-n']	['mutilation%1:11:00::', 'female_genitals%1:08:00::', 'female_genitalia%1:08:00::', 'female_genital_organ%1:08:00::', 'fanny%1:08:01::']
32009	mutilation féminine	['05522061-n', '07448262-n']	['female_genitals%1:08:00::', 'mutilation%1:11:00::', 'female_genitalia%1:08:00::', 'female_genital_organ%1:08:00::', 'fanny%1:08:01::']
32009	mutilation génitale	['05522061-n', '07448262-n']	['female_genitals%1:08:00::', 'mutilation%1:11:00::', 'female_genitalia%1:08:00::', 'female_genital_organ%1:08:00::', 'fanny%1:08:01::']
32011	table de réanimation néonatale	['13566239-n', '03572246-n', '03130380-n', '03513245-n']	['cradle%1:06:00::', 'brooder%1:06:00::', 'incubator%1:06:00::', 'warmer%1:06:00::', 'heater%1:06:00::', 'radiant_heating%1:22:00::']
32011	tables de réanimation néonatale	['13566239-n']	['radiant_heating%1:22:00::']
32011	table de réanimation nouveau-né	['03513245-n', '13566239-n', '03572246-n', '03130380-n']	['cradle%1:06:00::', 'brooder%1:06:00::', 'incubator%1:06:00::', 'warmer%1:06:00::', 'heater%1:06:00::', 'radiant_heating%1:22:00::']
32011	tables de réanimation nouveau-né	['03513245-n']	['warmer%1:06:00::', 'heater%1:06:00::']
32013	piquant	['02406317-s']	['spicy%5:00:01:tasty:00', 'hot%5:00:00:tasty:00']
32017	hémorragie vaginale	['00074587-v']	['bleed%2:29:00::', 'shed_blood%2:29:00::', 'hemorrhage%2:29:00::']
32017	hémorragies vaginales	['00074587-v']	['bleed%2:29:00::', 'shed_blood%2:29:00::', 'hemorrhage%2:29:00::']
32019	accouchement	['14071923-n']	['confinement%1:26:01::', 'childbed%1:26:00::', 'parturiency%1:26:00::', 'lying-in%1:26:00::', 'labour%1:26:00::', 'labor%1:26:00::', 'travail%1:26:00::']
32020	césarienne	['00186627-n']	['caesarean_section%1:04:00::', 'c-section%1:04:00::', 'caesarian_section%1:04:00::', 'caesarian_delivery%1:04:00::', 'caesarean%1:04:00::', 'abdominal_delivery%1:04:00::', 'caesarean_delivery%1:04:00::', 'caesarian%1:04:00::', 'cesarean_delivery%1:04:00::', 'cesarian_section%1:04:00::', 'cesarean_section%1:04:00::', 'cesarian%1:04:00::', 'cesarean%1:04:00::']
32020	césariennes	['00186627-n']	['caesarean_section%1:04:00::', 'c-section%1:04:00::', 'caesarian_section%1:04:00::', 'caesarian_delivery%1:04:00::', 'caesarean%1:04:00::', 'abdominal_delivery%1:04:00::', 'caesarean_delivery%1:04:00::', 'caesarian%1:04:00::', 'cesarean_delivery%1:04:00::', 'cesarian_section%1:04:00::', 'cesarean_section%1:04:00::', 'cesarian%1:04:00::', 'cesarean%1:04:00::']
32021	accouchement	['14071923-n', '00056644-v', '00057220-v']	['deliver%2:29:01::', 'labor%2:29:00::', 'confinement%1:26:01::', 'bear%2:29:01::', 'childbed%1:26:00::', 'labour%2:29:00::', 'parturiency%1:26:00::', 'lying-in%1:26:00::', 'labour%1:26:00::', 'give_birth%2:29:00::', 'birth%2:29:00::', 'have%2:29:00::', 'labor%1:26:00::', 'travail%1:26:00::']
32022	accouchement	['14071923-n']	['confinement%1:26:01::', 'childbed%1:26:00::', 'parturiency%1:26:00::', 'lying-in%1:26:00::', 'labour%1:26:00::', 'labor%1:26:00::', 'travail%1:26:00::']
32027	têter	['02549967-a', '01188961-v']	['suck%2:34:02::', 'unweaned%3:00:00::', 'nurse%2:34:00::', 'wet-nurse%2:34:00::', 'lactate%2:34:00::', 'breastfeed%2:34:00::', 'suckle%2:34:00::', 'give_suck%2:34:00::']
32028	téter	['02549967-a', '01188961-v']	['suck%2:34:02::', 'unweaned%3:00:00::', 'nurse%2:34:00::', 'wet-nurse%2:34:00::', 'lactate%2:34:00::', 'breastfeed%2:34:00::', 'suckle%2:34:00::', 'give_suck%2:34:00::']
32029	tenir le sein	['01188961-v', '02549967-a']	['suck%2:34:02::', 'unweaned%3:00:00::', 'nurse%2:34:00::', 'wet-nurse%2:34:00::', 'lactate%2:34:00::', 'breastfeed%2:34:00::', 'suckle%2:34:00::', 'give_suck%2:34:00::']
32035	stérilet	['03101244-n', '03587265-n', '00853811-n', '01893918-s', '03101244-n']	['antifertility%5:00:00:protective:00', 'contraceptive_method%1:04:00::', 'contraceptive_device%1:06:00::', 'preventive%1:06:02::', 'prophylactic_device%1:06:00::', 'contraceptive%5:00:00:protective:00', 'preventative%1:06:02::', 'birth_control_device%1:06:00::', 'prophylactic%5:00:02:protective:00', 'contraception%1:04:00::', 'iud%1:06:00::', 'contraceptive%1:06:00::', 'intrauterine_device%1:06:00::']
32035	stérilets	['03101244-n']	['contraceptive_device%1:06:00::', 'preventive%1:06:02::', 'prophylactic_device%1:06:00::', 'preventative%1:06:02::', 'birth_control_device%1:06:00::', 'contraceptive%1:06:00::']
32037	implant contraceptif	['03101244-n', '03568890-n', '00853811-n', '01893918-s']	['implant%1:06:00::', 'antifertility%5:00:00:protective:00', 'contraceptive_method%1:04:00::', 'contraceptive_device%1:06:00::', 'preventive%1:06:02::', 'prophylactic_device%1:06:00::', 'contraceptive%5:00:00:protective:00', 'preventative%1:06:02::', 'birth_control_device%1:06:00::', 'prophylactic%5:00:02:protective:00', 'contraception%1:04:00::', 'contraceptive%1:06:00::']
32037	implants contraceptifs	['03101244-n']	['contraceptive_device%1:06:00::', 'preventive%1:06:02::', 'prophylactic_device%1:06:00::', 'preventative%1:06:02::', 'birth_control_device%1:06:00::', 'contraceptive%1:06:00::']
32039	mutilation	['07448262-n', '05522061-n']	['mutilation%1:11:00::', 'female_genitals%1:08:00::', 'female_genitalia%1:08:00::', 'female_genital_organ%1:08:00::', 'fanny%1:08:01::']
32039	mutilation féminine	['05522061-n', '07448262-n']	['female_genitals%1:08:00::', 'mutilation%1:11:00::', 'female_genitalia%1:08:00::', 'female_genital_organ%1:08:00::', 'fanny%1:08:01::']
32039	mutilations féminine	['05522061-n']	['female_genitals%1:08:00::', 'female_genital_organ%1:08:00::', 'female_genitalia%1:08:00::', 'fanny%1:08:01::']
32039	mutilation génitale	['05522061-n', '07448262-n']	['female_genitals%1:08:00::', 'mutilation%1:11:00::', 'female_genitalia%1:08:00::', 'female_genital_organ%1:08:00::', 'fanny%1:08:01::']
32041	pilule	['03943171-n', '00853811-n', '01893918-s', '03101244-n']	['birth_control_pill%1:06:00::', 'contraceptive_pill%1:06:00::', 'antifertility%5:00:00:protective:00', 'anovulatory_drug%1:06:00::', 'contraceptive_method%1:04:00::', 'pill%1:06:02::', 'contraceptive_device%1:06:00::', 'preventive%1:06:02::', 'prophylactic_device%1:06:00::', 'contraceptive%5:00:00:protective:00', 'preventative%1:06:02::', 'birth_control_device%1:06:00::', 'prophylactic%5:00:02:protective:00', 'contraception%1:04:00::', 'contraceptive%1:06:00::', 'oral_contraceptive%1:06:00::', 'oral_contraceptive_pill%1:06:00::', 'anovulant%1:06:00::']
32041	pilules contraceptives	['03101244-n']	['contraceptive_device%1:06:00::', 'preventive%1:06:02::', 'prophylactic_device%1:06:00::', 'preventative%1:06:02::', 'birth_control_device%1:06:00::', 'contraceptive%1:06:00::']
32043	contraceptif injectable	['01893918-s', '03101244-n', '01320640-a', '00853811-n']	['antifertility%5:00:00:protective:00', 'contraceptive_method%1:04:00::', 'contraceptive_device%1:06:00::', 'preventive%1:06:02::', 'prophylactic_device%1:06:00::', 'contraceptive%5:00:00:protective:00', 'preventative%1:06:02::', 'birth_control_device%1:06:00::', 'prophylactic%5:00:02:protective:00', 'contraception%1:04:00::', 'contraceptive%1:06:00::', 'injectable%3:00:00::']
32043	contraceptifs injectables	['01893918-s']	['prophylactic%5:00:02:protective:00', 'contraceptive%5:00:00:protective:00', 'antifertility%5:00:00:protective:00']
32043	contraception injectable	['01320640-a', '00853811-n', '01893918-s', '03101244-n']	['antifertility%5:00:00:protective:00', 'contraceptive_method%1:04:00::', 'contraceptive_device%1:06:00::', 'preventive%1:06:02::', 'prophylactic_device%1:06:00::', 'contraceptive%5:00:00:protective:00', 'preventative%1:06:02::', 'birth_control_device%1:06:00::', 'prophylactic%5:00:02:protective:00', 'contraception%1:04:00::', 'contraceptive%1:06:00::', 'injectable%3:00:00::']
32043	contraceptions injectables	['01320640-a']	['injectable%3:00:00::']
32043	injection contraceptive	['03101244-n', '01320640-a', '00853811-n', '01893918-s']	['antifertility%5:00:00:protective:00', 'contraceptive_method%1:04:00::', 'contraceptive_device%1:06:00::', 'preventive%1:06:02::', 'prophylactic_device%1:06:00::', 'contraceptive%5:00:00:protective:00', 'preventative%1:06:02::', 'birth_control_device%1:06:00::', 'prophylactic%5:00:02:protective:00', 'contraception%1:04:00::', 'contraceptive%1:06:00::', 'injectable%3:00:00::']
32043	injections contraceptives	['03101244-n']	['contraceptive_device%1:06:00::', 'preventive%1:06:02::', 'prophylactic_device%1:06:00::', 'preventative%1:06:02::', 'birth_control_device%1:06:00::', 'contraceptive%1:06:00::']
32049	ventouses obstétricales	['04356991-n']	['suction_cup%1:06:00::']
32053	visions troubles	['00785203-s']	['muzzy%5:00:00:indistinct:00', 'blurry%5:00:00:indistinct:00', 'bleary%5:00:00:indistinct:00', 'fuzzy%5:00:00:indistinct:00', 'blurred%5:00:00:indistinct:00', 'foggy%5:00:00:indistinct:00', 'hazy%5:00:00:indistinct:00']
32057	vaccin	['04524830-n', '00086587-v', '00825545-n']	['vaccinum%1:06:00::', 'inoculation%1:04:00::', 'immunize%2:29:00::', 'vaccinate%2:29:00::', 'inoculate%2:29:00::', 'vaccination%1:04:00::', 'immunise%2:29:00::', 'vaccine%1:06:00::']
32059	tachycardie	['14386432-n']	['tachycardia%1:26:00::']
32059	tachycardies	['14386432-n']	['tachycardia%1:26:00::']
32063	oisif	['00295445-s']	['faineant%5:00:00:idle:00', 'lazy%5:00:00:idle:00', 'indolent%5:00:00:idle:00', 'otiose%5:00:00:idle:00', 'slothful%5:00:00:idle:00', 'work-shy%5:00:00:idle:00']
32063	paresseux	['00295445-s']	['faineant%5:00:00:idle:00', 'lazy%5:00:00:idle:00', 'indolent%5:00:00:idle:00', 'otiose%5:00:00:idle:00', 'slothful%5:00:00:idle:00', 'work-shy%5:00:00:idle:00']
32065	victime	['10771761-n']	['victim%1:18:00::']
32065	victimes	['10771761-n']	['victim%1:18:00::']
32067	action	['06329055-n', '06331562-n']	['verb%1:10:00::', 'verb%1:10:01::']
32067	verbe	['06329055-n', '06331562-n']	['verb%1:10:00::', 'verb%1:10:01::']
32071	enlever le préservatif	['00050171-v']	['take_off%2:29:03::']
32071	retirer le préservatif	['00050171-v']	['take_off%2:29:03::']
32073	dérouler le préservatif	['00050369-v']	['assume%2:29:00::', 'wear%2:29:01::', 'put_on%2:29:00::', 'don%2:29:00::', 'get_into%2:29:00::']
32073	mettre un préservatif	['00050369-v']	['assume%2:29:00::', 'wear%2:29:01::', 'put_on%2:29:00::', 'don%2:29:00::', 'get_into%2:29:00::']
32075	ictère	['01181100-s', '14343111-n']	['icteric%5:00:00:unhealthy:00', 'yellow%5:00:00:unhealthy:00', 'jaundice%1:26:00::', 'jaundiced%5:00:00:unhealthy:00', 'icterus%1:26:00::']
32075	jaunisse	['14343111-n', '01181100-s']	['icteric%5:00:00:unhealthy:00', 'icterus%1:26:00::', 'jaundiced%5:00:00:unhealthy:00', 'jaundice%1:26:00::', 'yellow%5:00:00:unhealthy:00']
32076	protège-téton	['03831453-n']	['nipple_shield%1:06:00::']
32076	protège-tétons	['03831453-n']	['nipple_shield%1:06:00::']
32078	radio dentaire panoramique	['01005930-v', '02154216-v', '04617008-n']	['x-ray%2:32:00::', 'x-ray%2:39:00::', 'x-ray_machine%1:06:00::']
32078	radio panoramique	['02154216-v', '04617008-n', '01005930-v']	['x-ray%2:32:00::', 'x-ray%2:39:00::', 'x-ray_machine%1:06:00::']
32080	accoucheuse	['10334494-n', '10389398-n']	['accoucheuse%1:18:00::', 'midwife%1:18:00::', 'accoucheur%1:18:00::', 'obstetrician%1:18:00::']
32080	accoucheuses	['10334494-n']	['accoucheuse%1:18:00::', 'midwife%1:18:00::']
32080	obstétricenne	['10389398-n', '10334494-n']	['obstetrician%1:18:00::', 'midwife%1:18:00::', 'accoucheur%1:18:00::', 'accoucheuse%1:18:00::']
32080	obstétricennes	['10389398-n']	['obstetrician%1:18:00::', 'accoucheur%1:18:00::']
32080	sage-femme	['10334494-n', '10389398-n']	['accoucheuse%1:18:00::', 'midwife%1:18:00::', 'accoucheur%1:18:00::', 'obstetrician%1:18:00::']
32080	sages-femmes	['10334494-n']	['accoucheuse%1:18:00::', 'midwife%1:18:00::']
32082	odontologie	['06056961-n']	['dental_medicine%1:09:00::', 'dentistry%1:09:00::', 'odontology%1:09:00::']
32084	médecin de famille	['10145546-n']	['general_practitioner%1:18:00::', 'gp%1:18:00::']
32084	médecins de famille	['10145546-n']	['general_practitioner%1:18:00::', 'gp%1:18:00::']
32084	médecins généralistes	['10145546-n']	['general_practitioner%1:18:00::', 'gp%1:18:00::']
32085	médecin de famille	['10145546-n']	['general_practitioner%1:18:00::', 'gp%1:18:00::']
32088	romain	['09736329-n']	['roman%1:18:00::']
32088	romains	['09736329-n']	['roman%1:18:00::']
32090	baguettes	['03029438-n']	['chopstick%1:06:00::']
32092	serviette hygiénique tachée	['04142398-n', '05407190-n']	['sanitary_towel%1:06:00::', 'sanitary_napkin%1:06:00::', 'kotex%1:06:00::', 'blood%1:08:00::']
32092	serviettes hygiéniques tachées	['04142398-n']	['sanitary_towel%1:06:00::', 'sanitary_napkin%1:06:00::', 'kotex%1:06:00::']
32092	serviette périodique tachée	['05407190-n', '04142398-n']	['sanitary_towel%1:06:00::', 'blood%1:08:00::', 'kotex%1:06:00::', 'sanitary_napkin%1:06:00::']
32092	serviettes périodiques tachées	['05407190-n']	['blood%1:08:00::']
32095	archéologie	['10067630-n', '06153532-n', '09824229-n', '06154306-n']	['archaeology%1:09:00::', 'egyptologist%1:18:00::', 'egyptology%1:09:00::', 'archeologist%1:18:00::', 'archaeologist%1:18:00::', 'archeology%1:09:00::']
32095	archéologue	['09824229-n', '06154306-n', '10067630-n', '06153532-n']	['archaeology%1:09:00::', 'egyptologist%1:18:00::', 'egyptology%1:09:00::', 'archeologist%1:18:00::', 'archaeologist%1:18:00::', 'archeology%1:09:00::']
32095	archéologues	['09824229-n']	['archeologist%1:18:00::', 'archaeologist%1:18:00::']
32095	égyptologie	['06154306-n', '10067630-n', '06153532-n', '09824229-n']	['archaeology%1:09:00::', 'egyptologist%1:18:00::', 'egyptology%1:09:00::', 'archeologist%1:18:00::', 'archaeologist%1:18:00::', 'archeology%1:09:00::']
32095	égyptologue	['06153532-n', '09824229-n', '06154306-n', '10067630-n']	['archaeology%1:09:00::', 'egyptologist%1:18:00::', 'egyptology%1:09:00::', 'archeologist%1:18:00::', 'archaeologist%1:18:00::', 'archeology%1:09:00::']
32095	égyptologues	['06153532-n']	['archeology%1:09:00::', 'archaeology%1:09:00::']
32097	grosseur	['14338619-n']	['lump%1:26:01::', 'swelling%1:26:00::', 'puffiness%1:26:00::']
32097	grosseurs	['14338619-n']	['lump%1:26:01::', 'swelling%1:26:00::', 'puffiness%1:26:00::']
32097	nodule	['14338619-n']	['lump%1:26:01::', 'swelling%1:26:00::', 'puffiness%1:26:00::']
32097	nodules	['14338619-n']	['lump%1:26:01::', 'swelling%1:26:00::', 'puffiness%1:26:00::']
32099	patiente enceinte	['00174481-a', '10425439-n']	['patient%1:18:00::', 'pregnant%3:00:00::']
32101	communication intrapersonnelle	['00964479-v']	['speak%2:32:01::', 'talk%2:32:01::']
32101	communications intrapersonnelles	['00964479-v']	['speak%2:32:01::', 'talk%2:32:01::']
32105	condoléances	['06646199-n']	['commiseration%1:10:00::', 'condolence%1:10:00::']
32109	maturation pulmonaire	['05394887-n', '13510240-n']	['development%1:22:01::', 'ontogenesis%1:22:00::', 'growing%1:22:00::', 'growth%1:22:00::', 'ontogeny%1:22:00::', 'maturation%1:22:00::', 'lung%1:08:00::']
32111	analyse	['00635519-n', '06056223-n']	['bacteriology%1:09:00::', 'analysis%1:04:00::']
32111	analyses	['00635519-n']	['analysis%1:04:00::']
32111	analyse clinique	['06056223-n', '00635519-n']	['bacteriology%1:09:00::', 'analysis%1:04:00::']
32111	analyses cliniques	['06056223-n']	['bacteriology%1:09:00::']
32111	analyse de laboratoire	['06056223-n', '00635519-n']	['bacteriology%1:09:00::', 'analysis%1:04:00::']
32111	analyses de laboratoire	['06056223-n']	['bacteriology%1:09:00::']
32111	test clinique	['06056223-n', '00635519-n']	['bacteriology%1:09:00::', 'analysis%1:04:00::']
32111	tests cliniques	['06056223-n']	['bacteriology%1:09:00::']
32112	analyse	['00635519-n', '00794017-n']	['clinical_trial%1:04:00::', 'clinical_test%1:04:00::', 'analysis%1:04:00::']
32112	analyse clinique	['00794017-n', '00635519-n']	['clinical_trial%1:04:00::', 'clinical_test%1:04:00::', 'analysis%1:04:00::']
32112	analyse de laboratoire	['00794017-n', '00635519-n']	['clinical_trial%1:04:00::', 'clinical_test%1:04:00::', 'analysis%1:04:00::']
32112	test clinique	['00794017-n', '00635519-n']	['clinical_trial%1:04:00::', 'clinical_test%1:04:00::', 'analysis%1:04:00::']
32115	contractions	['00370610-n', '00371266-n', '14354238-n']	['uterine_contraction%1:04:00::', 'contraction%1:04:01::', 'muscular_contraction%1:04:00::', 'labor_pains%1:26:00::', 'labour_pains%1:26:00::', 'birth_pangs%1:26:00::', 'muscle_contraction%1:04:00::']
32115	contractions utérines	['14354238-n', '00370610-n', '00371266-n']	['uterine_contraction%1:04:00::', 'contraction%1:04:01::', 'muscular_contraction%1:04:00::', 'labor_pains%1:26:00::', 'labour_pains%1:26:00::', 'birth_pangs%1:26:00::', 'muscle_contraction%1:04:00::']
32117	furoncle	['14206692-n']	['furuncle%1:26:00::', 'boil%1:26:00::']
32117	furoncles	['14206692-n']	['furuncle%1:26:00::', 'boil%1:26:00::']
32119	vagin	['05521732-n', '05522061-n']	['private_parts%1:08:00::', 'crotch%1:08:01::', 'genitalia%1:08:00::', 'female_genitals%1:08:00::', 'genitals%1:08:00::', 'genital_organ%1:08:00::', 'female_genitalia%1:08:00::', 'privates%1:08:00::', 'female_genital_organ%1:08:00::', 'fanny%1:08:01::']
32121	vagin	['05521732-n', '05522061-n']	['private_parts%1:08:00::', 'crotch%1:08:01::', 'genitalia%1:08:00::', 'female_genitals%1:08:00::', 'genitals%1:08:00::', 'genital_organ%1:08:00::', 'female_genitalia%1:08:00::', 'privates%1:08:00::', 'female_genital_organ%1:08:00::', 'fanny%1:08:01::']
32125	en sueur	['\\N']	[]
32125	transpirant	['\\N']	[]
32127	10 jours	['13768652-n', '08283770-n', '15180180-n']	['day%1:28:00::', 'x%1:23:00::', 'mean_solar_day%1:28:00::', 'decade%1:23:00::', '10%1:23:00::', 'calendar%1:14:00::', 'twenty-four_hours%1:28:00::', 'twenty-four_hour_period%1:28:00::', '24-hour_interval%1:28:00::', 'tenner%1:23:00::', 'ten%1:23:00::', 'solar_day%1:28:00::']
32127	une dizaine de jours	['15180180-n', '13768652-n', '08283770-n']	['day%1:28:00::', 'x%1:23:00::', 'mean_solar_day%1:28:00::', 'decade%1:23:00::', '10%1:23:00::', 'calendar%1:14:00::', 'twenty-four_hours%1:28:00::', 'twenty-four_hour_period%1:28:00::', '24-hour_interval%1:28:00::', 'tenner%1:23:00::', 'ten%1:23:00::', 'solar_day%1:28:00::']
32131	entendre de la musique	['02174146-v', '02175483-v']	['hear%2:39:00::', 'hear%2:39:05::', 'listen%2:39:01::', 'take_heed%2:39:00::']
32135	s'habiller	['00046251-v', '00047662-v']	['tog%2:29:00::', 'dress%2:29:01::', 'clothe%2:29:00::', 'raiment%2:29:00::', 'dress%2:29:00::', 'apparel%2:29:00::', 'enclothe%2:29:00::', 'get_dressed%2:29:00::', 'garb%2:29:00::', 'garment%2:29:00::', 'fit_out%2:29:00::', 'habilitate%2:29:00::']
32137	c'est de quelle couleur ?	['00074587-v', '04142398-n', '05407190-n']	['sanitary_towel%1:06:00::', 'bleed%2:29:00::', 'sanitary_napkin%1:06:00::', 'blood%1:08:00::', 'kotex%1:06:00::', 'shed_blood%2:29:00::', 'hemorrhage%2:29:00::']
32137	de quelle couleur est-ce ?	['05407190-n', '00074587-v', '04142398-n']	['sanitary_towel%1:06:00::', 'blood%1:08:00::', 'bleed%2:29:00::', 'sanitary_napkin%1:06:00::', 'kotex%1:06:00::', 'shed_blood%2:29:00::', 'hemorrhage%2:29:00::']
32137	serviette hygiénique tachée	['04142398-n', '05407190-n', '00074587-v']	['sanitary_towel%1:06:00::', 'sanitary_napkin%1:06:00::', 'bleed%2:29:00::', 'blood%1:08:00::', 'kotex%1:06:00::', 'shed_blood%2:29:00::', 'hemorrhage%2:29:00::']
32140	assoiffé	['01273114-a', '02126525-v', '14064142-n']	['thirst%2:39:00::', 'thirsty%3:00:00::', 'thirstiness%1:26:00::', 'thirst%1:26:00::']
32144	cicatrice	['14386888-n', '00186627-n']	['c-section%1:04:00::', 'caesarean_section%1:04:00::', 'caesarian_section%1:04:00::', 'caesarian_delivery%1:04:00::', 'caesarean%1:04:00::', 'abdominal_delivery%1:04:00::', 'scar%1:26:00::', 'caesarean_delivery%1:04:00::', 'cicatrice%1:26:00::', 'caesarian%1:04:00::', 'cicatrix%1:26:00::', 'cesarean_delivery%1:04:00::', 'cesarian_section%1:04:00::', 'cesarean_section%1:04:00::', 'cesarian%1:04:00::', 'cesarean%1:04:00::']
32146	inattentif	['00166720-s', '00166433-s', '00166125-a', '00759397-s']	['distracted%5:00:00:inattentive:00', 'absent%5:00:00:inattentive:00', 'inattentive%3:00:00::', 'absentminded%5:00:00:inattentive:00', 'abstracted%5:00:00:inattentive:00', 'scatty%5:00:00:inattentive:00', 'neglectful%5:00:02:negligent:00', 'distrait%5:00:00:inattentive:00', 'inattentive%5:00:00:negligent:00']
32146	tête en l'air	['00759397-s', '00166720-s', '00166433-s', '00166125-a']	['distracted%5:00:00:inattentive:00', 'absent%5:00:00:inattentive:00', 'inattentive%3:00:00::', 'absentminded%5:00:00:inattentive:00', 'abstracted%5:00:00:inattentive:00', 'scatty%5:00:00:inattentive:00', 'neglectful%5:00:02:negligent:00', 'distrait%5:00:00:inattentive:00', 'inattentive%5:00:00:negligent:00']
32148	douleur d'estomac	['14350671-n']	['gastralgia%1:26:00::', 'bellyache%1:26:00::', 'stomachache%1:26:00::', 'stomach_ache%1:26:00::']
32148	douleurs d'estomac	['14350671-n']	['gastralgia%1:26:00::', 'bellyache%1:26:00::', 'stomachache%1:26:00::', 'stomach_ache%1:26:00::']
32148	douleur épigastrique	['14350671-n']	['gastralgia%1:26:00::', 'bellyache%1:26:00::', 'stomachache%1:26:00::', 'stomach_ache%1:26:00::']
32148	douleurs épigastriques	['14350671-n']	['gastralgia%1:26:00::', 'bellyache%1:26:00::', 'stomachache%1:26:00::', 'stomach_ache%1:26:00::']
32150	déplaire	['01821097-v', '01806732-a', '01080481-a']	['unfriendly%3:00:01::', 'unpleasant%3:00:00::', 'displease%2:37:00::']
32158	faire un clin d'œil	['00008299-v']	['wink%2:29:02::']
32162	doucher	['00035252-v']	['shower%2:29:00::']
32164	cidrerie	['03033797-n', '02800154-n', '07937695-n']	['cider_mill%1:06:00::', 'saloon%1:06:00::', 'cyder%1:13:00::', 'ginmill%1:06:00::', 'barroom%1:06:00::', 'bar%1:06:04::', 'cider%1:13:00::', 'taproom%1:06:00::']
32168	accoucher	['00057220-v', '01450251-v', '00056644-v']	['deliver%2:29:01::', 'labor%2:29:00::', 'labour%2:29:00::', 'bear%2:29:01::', 'give_birth%2:29:00::', 'birth%2:29:00::', 'have%2:29:00::', 'push%2:35:06::', 'press%2:35:06::']
